Termin;Lärosäte;Program;Kön;Åldersgrupp;Antal
HT1996;;Arkitektexamen;Män;35-;6
HT1996;;Arkitektexamen;Män;Total;121
HT1996;;Arkitektexamen;Total;-24;161
HT1996;;Arkitektexamen;Total;25-34;63
HT1996;;Arkitektexamen;Total;35-;10
HT1996;;Arkitektexamen;Total;Total;234
HT1996;;Barn- och ungdomspedagogisk examen;Kvinnor;-24;1079
HT1996;;Barn- och ungdomspedagogisk examen;Kvinnor;25-34;335
HT1996;;Barn- och ungdomspedagogisk examen;Kvinnor;35-;163
HT1996;;Barn- och ungdomspedagogisk examen;Kvinnor;Total;1577
HT1996;;Barn- och ungdomspedagogisk examen;Män;-24;223
HT1996;;Barn- och ungdomspedagogisk examen;Män;25-34;75
HT1996;;Barn- och ungdomspedagogisk examen;Män;35-;20
HT1996;;Barn- och ungdomspedagogisk examen;Män;Total;318
HT1996;;Barn- och ungdomspedagogisk examen;Total;-24;1302
HT1996;;Barn- och ungdomspedagogisk examen;Total;25-34;410
HT1996;;Barn- och ungdomspedagogisk examen;Total;35-;183
HT1996;;Barn- och ungdomspedagogisk examen;Total;Total;1895
HT1996;;Barnmorskeexamen;Kvinnor;-24;4
HT1996;;Barnmorskeexamen;Kvinnor;25-34;86
HT1996;;Barnmorskeexamen;Kvinnor;35-;27
HT1996;;Barnmorskeexamen;Kvinnor;Total;117
HT1996;;Barnmorskeexamen;Total;-24;4
HT1996;;Barnmorskeexamen;Total;25-34;86
HT1996;;Barnmorskeexamen;Total;35-;27
HT1996;;Barnmorskeexamen;Total;Total;117
HT1996;;Bildlärarexamen;Kvinnor;-24;21
HT1996;;Bildlärarexamen;Kvinnor;25-34;17
HT1996;;Bildlärarexamen;Kvinnor;35-;8
HT1996;;Bildlärarexamen;Kvinnor;Total;46
HT1996;;Bildlärarexamen;Män;-24;10
HT1996;;Bildlärarexamen;Män;25-34;7
HT1996;;Bildlärarexamen;Män;35-;3
HT1996;;Bildlärarexamen;Män;Total;20
HT1996;;Bildlärarexamen;Total;-24;31
HT1996;;Bildlärarexamen;Total;25-34;24
HT1996;;Bildlärarexamen;Total;35-;11
HT1996;;Bildlärarexamen;Total;Total;66
HT1996;;Brandingenjörsexamen;Kvinnor;-24;7
HT1996;;Brandingenjörsexamen;Kvinnor;25-34;1
HT1996;;Brandingenjörsexamen;Kvinnor;35-;1
HT1996;;Brandingenjörsexamen;Kvinnor;Total;9
HT1996;;Brandingenjörsexamen;Män;-24;16
HT1996;;Brandingenjörsexamen;Män;25-34;8
HT1996;;Brandingenjörsexamen;Män;Total;24
HT1996;;Brandingenjörsexamen;Total;-24;23
HT1996;;Brandingenjörsexamen;Total;25-34;9
HT1996;;Brandingenjörsexamen;Total;35-;1
HT1996;;Brandingenjörsexamen;Total;Total;33
HT1996;;Civilingenjörsexamen;Kvinnor;-24;1528
HT1996;;Civilingenjörsexamen;Kvinnor;25-34;185
HT1996;;Civilingenjörsexamen;Kvinnor;35-;31
HT1996;;Civilingenjörsexamen;Kvinnor;Total;1744
HT1996;;Civilingenjörsexamen;Män;-24;3974
HT1996;;Civilingenjörsexamen;Män;25-34;647
HT1996;;Civilingenjörsexamen;Män;35-;82
HT1996;;Civilingenjörsexamen;Män;Total;4703
HT1996;;Civilingenjörsexamen;Total;-24;5502
HT1996;;Civilingenjörsexamen;Total;25-34;832
HT1996;;Civilingenjörsexamen;Total;35-;113
HT1996;;Civilingenjörsexamen;Total;Total;6447
HT1996;;Folkhögskollärarexamen;Kvinnor;25-34;9
HT1996;;Folkhögskollärarexamen;Kvinnor;35-;51
HT1996;;Folkhögskollärarexamen;Kvinnor;Total;60
HT1996;;Folkhögskollärarexamen;Män;25-34;9
HT1996;;Folkhögskollärarexamen;Män;35-;29
HT1996;;Folkhögskollärarexamen;Män;Total;38
HT1996;;Folkhögskollärarexamen;Total;25-34;18
HT1996;;Folkhögskollärarexamen;Total;35-;80
HT1996;;Folkhögskollärarexamen;Total;Total;98
HT1996;;Fysioterapeutexamen;Kvinnor;-24;155
HT1996;;Fysioterapeutexamen;Kvinnor;25-34;46
HT1996;;Fysioterapeutexamen;Kvinnor;35-;13
HT1996;;Fysioterapeutexamen;Kvinnor;Total;214
HT1996;;Fysioterapeutexamen;Män;-24;45
HT1996;;Fysioterapeutexamen;Män;25-34;23
HT1996;;Fysioterapeutexamen;Män;35-;5
HT1996;;Fysioterapeutexamen;Män;Total;73
HT1996;;Fysioterapeutexamen;Total;-24;200
HT1996;;Fysioterapeutexamen;Total;25-34;69
HT1996;;Fysioterapeutexamen;Total;35-;18
HT1996;;Fysioterapeutexamen;Total;Total;287
HT1996;;Grundskollärarexamen 1-7;Kvinnor;-24;1177
HT1996;;Grundskollärarexamen 1-7;Kvinnor;25-34;381
HT1996;;Grundskollärarexamen 1-7;Kvinnor;35-;220
HT1996;;Grundskollärarexamen 1-7;Kvinnor;Total;1778
HT1996;;Grundskollärarexamen 1-7;Män;-24;246
HT1996;;Grundskollärarexamen 1-7;Män;25-34;137
HT1996;;Grundskollärarexamen 1-7;Män;35-;47
HT1996;;Grundskollärarexamen 1-7;Män;Total;430
HT1996;;Grundskollärarexamen 1-7;Total;-24;1423
HT1996;;Grundskollärarexamen 1-7;Total;25-34;518
HT1996;;Grundskollärarexamen 1-7;Total;35-;267
HT1996;;Grundskollärarexamen 1-7;Total;Total;2208
HT1996;;Grundskollärarexamen 4-9;Kvinnor;-24;844
HT1996;;Grundskollärarexamen 4-9;Kvinnor;25-34;388
HT1996;;Grundskollärarexamen 4-9;Kvinnor;35-;206
HT1996;;Grundskollärarexamen 4-9;Kvinnor;Total;1438
HT1996;;Grundskollärarexamen 4-9;Män;-24;392
HT1996;;Grundskollärarexamen 4-9;Män;25-34;233
HT1996;;Grundskollärarexamen 4-9;Män;35-;92
HT1996;;Grundskollärarexamen 4-9;Män;Total;717
HT1996;;Grundskollärarexamen 4-9;Total;-24;1236
HT1996;;Grundskollärarexamen 4-9;Total;25-34;621
HT1996;;Grundskollärarexamen 4-9;Total;35-;298
HT1996;;Grundskollärarexamen 4-9;Total;Total;2155
HT1996;;Gymnasielärarexamen;Kvinnor;-24;406
HT1996;;Gymnasielärarexamen;Kvinnor;25-34;273
HT1996;;Gymnasielärarexamen;Kvinnor;35-;231
HT1996;;Gymnasielärarexamen;Kvinnor;Total;910
HT1996;;Gymnasielärarexamen;Män;-24;214
HT1996;;Gymnasielärarexamen;Män;25-34;213
HT1996;;Gymnasielärarexamen;Män;35-;147
HT1996;;Gymnasielärarexamen;Män;Total;574
HT1996;;Gymnasielärarexamen;Total;-24;620
HT1996;;Gymnasielärarexamen;Total;25-34;486
HT1996;;Gymnasielärarexamen;Total;35-;378
HT1996;;Gymnasielärarexamen;Total;Total;1484
HT1996;;Hortonomexamen;Kvinnor;-24;14
HT1996;;Hortonomexamen;Kvinnor;25-34;6
HT1996;;Hortonomexamen;Kvinnor;35-;1
HT1996;;Hortonomexamen;Kvinnor;Total;21
HT1996;;Hortonomexamen;Män;-24;4
HT1996;;Hortonomexamen;Män;25-34;4
HT1996;;Hortonomexamen;Män;35-;1
HT1996;;Hortonomexamen;Män;Total;9
HT1996;;Hortonomexamen;Total;-24;18
HT1996;;Hortonomexamen;Total;25-34;10
HT1996;;Hortonomexamen;Total;35-;2
HT1996;;Hortonomexamen;Total;Total;30
HT1996;;Högskoleingenjörsexamen;Kvinnor;-24;1236
HT1996;;Högskoleingenjörsexamen;Kvinnor;25-34;481
HT1996;;Högskoleingenjörsexamen;Kvinnor;35-;241
HT1996;;Högskoleingenjörsexamen;Kvinnor;Total;1958
HT1996;;Högskoleingenjörsexamen;Män;-24;3972
HT1996;;Högskoleingenjörsexamen;Män;25-34;1333
HT1996;;Högskoleingenjörsexamen;Män;35-;461
HT1996;;Högskoleingenjörsexamen;Män;Total;5766
HT1996;;Högskoleingenjörsexamen;Total;-24;5208
HT1996;;Högskoleingenjörsexamen;Total;25-34;1814
HT1996;;Högskoleingenjörsexamen;Total;35-;702
HT1996;;Högskoleingenjörsexamen;Total;Total;7724
HT1996;;Idrottslärarexamen;Kvinnor;-24;46
HT1996;;Idrottslärarexamen;Kvinnor;25-34;5
HT1996;;Idrottslärarexamen;Kvinnor;35-;2
HT1996;;Idrottslärarexamen;Kvinnor;Total;53
HT1996;;Idrottslärarexamen;Män;-24;38
HT1996;;Idrottslärarexamen;Män;25-34;14
HT1996;;Idrottslärarexamen;Män;35-;1
HT1996;;Idrottslärarexamen;Män;Total;53
HT1996;;Idrottslärarexamen;Total;-24;84
HT1996;;Idrottslärarexamen;Total;25-34;19
HT1996;;Idrottslärarexamen;Total;35-;3
HT1996;;Idrottslärarexamen;Total;Total;106
HT1996;;Juristexamen;Kvinnor;-24;495
HT1996;;Juristexamen;Kvinnor;25-34;73
HT1996;;Juristexamen;Kvinnor;35-;18
HT1996;;Juristexamen;Kvinnor;Total;586
HT1996;;Juristexamen;Män;-24;368
HT1996;;Juristexamen;Män;25-34;117
HT1996;;Juristexamen;Män;35-;17
HT1996;;Juristexamen;Män;Total;502
HT1996;;Juristexamen;Total;-24;863
HT1996;;Juristexamen;Total;25-34;190
HT1996;;Juristexamen;Total;35-;35
HT1996;;Juristexamen;Total;Total;1088
HT1996;;Konstnärlig högskoleexamen konst och design;Kvinnor;-24;5
HT1996;;Konstnärlig högskoleexamen konst och design;Kvinnor;25-34;2
HT1996;;Konstnärlig högskoleexamen konst och design;Kvinnor;35-;1
HT1996;;Konstnärlig högskoleexamen konst och design;Kvinnor;Total;8
HT1996;;Konstnärlig högskoleexamen konst och design;Män;-24;4
HT1996;;Konstnärlig högskoleexamen konst och design;Män;25-34;4
HT1996;;Konstnärlig högskoleexamen konst och design;Män;Total;8
HT1996;;Konstnärlig högskoleexamen konst och design;Total;-24;9
HT1996;;Konstnärlig högskoleexamen konst och design;Total;25-34;6
HT1996;;Konstnärlig högskoleexamen konst och design;Total;35-;1
HT1996;;Konstnärlig högskoleexamen konst och design;Total;Total;16
HT1996;;Landskapsarkitektexamen;Kvinnor;-24;40
HT1996;;Landskapsarkitektexamen;Kvinnor;25-34;14
HT1996;;Landskapsarkitektexamen;Kvinnor;35-;2
HT1996;;Landskapsarkitektexamen;Kvinnor;Total;56
HT1996;;Landskapsarkitektexamen;Män;-24;11
HT1996;;Landskapsarkitektexamen;Män;25-34;2
HT1996;;Landskapsarkitektexamen;Män;35-;1
HT1996;;Landskapsarkitektexamen;Män;Total;14
HT1996;;Landskapsarkitektexamen;Total;-24;51
HT1996;;Landskapsarkitektexamen;Total;25-34;16
HT1996;;Landskapsarkitektexamen;Total;35-;3
HT1996;;Landskapsarkitektexamen;Total;Total;70
HT1996;;Landskapsingenjörsexamen;Kvinnor;-24;6
HT1996;;Landskapsingenjörsexamen;Kvinnor;25-34;8
HT1996;;Landskapsingenjörsexamen;Kvinnor;35-;3
HT1996;;Landskapsingenjörsexamen;Kvinnor;Total;17
HT1996;;Landskapsingenjörsexamen;Män;-24;3
HT1996;;Landskapsingenjörsexamen;Män;25-34;10
HT1996;;Landskapsingenjörsexamen;Män;35-;3
HT1996;;Landskapsingenjörsexamen;Män;Total;16
HT1996;;Landskapsingenjörsexamen;Total;-24;9
HT1996;;Landskapsingenjörsexamen;Total;25-34;18
HT1996;;Landskapsingenjörsexamen;Total;35-;6
HT1996;;Landskapsingenjörsexamen;Total;Total;33
HT1996;;Lantmästarexamen;Kvinnor;-24;9
HT1996;;Lantmästarexamen;Kvinnor;25-34;11
HT1996;;Lantmästarexamen;Kvinnor;35-;5
HT1996;;Lantmästarexamen;Kvinnor;Total;25
HT1996;;Lantmästarexamen;Män;-24;29
HT1996;;Lantmästarexamen;Män;25-34;35
HT1996;;Lantmästarexamen;Män;35-;6
HT1996;;Lantmästarexamen;Män;Total;70
HT1996;;Lantmästarexamen;Total;-24;38
HT1996;;Lantmästarexamen;Total;25-34;46
HT1996;;Lantmästarexamen;Total;35-;11
HT1996;;Lantmästarexamen;Total;Total;95
HT1996;;Logopedexamen;Kvinnor;-24;19
HT1996;;Logopedexamen;Kvinnor;25-34;8
HT1996;;Logopedexamen;Kvinnor;35-;5
HT1996;;Logopedexamen;Kvinnor;Total;32
HT1996;;Logopedexamen;Män;-24;1
HT1996;;Logopedexamen;Män;25-34;1
HT1996;;Logopedexamen;Män;Total;2
HT1996;;Logopedexamen;Total;-24;20
HT1996;;Logopedexamen;Total;25-34;9
HT1996;;Logopedexamen;Total;35-;5
HT1996;;Logopedexamen;Total;Total;34
HT1996;;Läkarexamen;Kvinnor;-24;150
HT1996;;Läkarexamen;Kvinnor;25-34;50
HT1996;;Läkarexamen;Kvinnor;35-;2
HT1996;;Läkarexamen;Kvinnor;Total;202
HT1996;;Läkarexamen;Män;-24;173
HT1996;;Läkarexamen;Män;25-34;32
HT1996;;Läkarexamen;Män;35-;11
HT1996;;Läkarexamen;Män;Total;216
HT1996;;Läkarexamen;Total;-24;323
HT1996;;Läkarexamen;Total;25-34;82
HT1996;;Läkarexamen;Total;35-;13
HT1996;;Läkarexamen;Total;Total;418
HT1996;;Maskinteknikerexamen;Män;-24;7
HT1996;;Maskinteknikerexamen;Män;25-34;1
HT1996;;Maskinteknikerexamen;Män;35-;1
HT1996;;Maskinteknikerexamen;Män;Total;9
HT1996;;Maskinteknikerexamen;Total;-24;7
HT1996;;Maskinteknikerexamen;Total;25-34;1
HT1996;;Maskinteknikerexamen;Total;35-;1
HT1996;;Maskinteknikerexamen;Total;Total;9
HT1996;;Optikerexamen;Kvinnor;-24;28
HT1996;;Optikerexamen;Kvinnor;25-34;7
HT1996;;Optikerexamen;Kvinnor;Total;35
HT1996;;Optikerexamen;Män;-24;5
HT1996;;Optikerexamen;Män;25-34;7
HT1996;;Optikerexamen;Män;35-;1
HT1996;;Optikerexamen;Män;Total;13
HT1996;;Optikerexamen;Total;-24;33
HT1996;;Optikerexamen;Total;25-34;14
HT1996;;Optikerexamen;Total;35-;1
HT1996;;Optikerexamen;Total;Total;48
HT1996;;Psykologexamen;Kvinnor;-24;81
HT1996;;Psykologexamen;Kvinnor;25-34;71
HT1996;;Psykologexamen;Kvinnor;35-;24
HT1996;;Psykologexamen;Kvinnor;Total;176
HT1996;;Psykologexamen;Män;-24;36
HT1996;;Psykologexamen;Män;25-34;28
HT1996;;Psykologexamen;Män;35-;9
HT1996;;Psykologexamen;Män;Total;73
HT1996;;Psykologexamen;Total;-24;117
HT1996;;Psykologexamen;Total;25-34;99
HT1996;;Psykologexamen;Total;35-;33
HT1996;;Psykologexamen;Total;Total;249
HT1996;;Receptarieexamen;Kvinnor;-24;44
HT1996;;Receptarieexamen;Kvinnor;25-34;26
HT1996;;Receptarieexamen;Kvinnor;35-;3
HT1996;;Receptarieexamen;Kvinnor;Total;73
HT1996;;Receptarieexamen;Män;-24;3
HT1996;;Receptarieexamen;Män;25-34;1
HT1996;;Receptarieexamen;Män;35-;1
HT1996;;Receptarieexamen;Män;Total;5
HT1996;;Receptarieexamen;Total;-24;47
HT1996;;Receptarieexamen;Total;25-34;27
HT1996;;Receptarieexamen;Total;35-;4
HT1996;;Receptarieexamen;Total;Total;78
HT1996;;Sjuksköterskeexamen;Kvinnor;-24;854
HT1996;;Sjuksköterskeexamen;Kvinnor;25-34;479
HT1996;;Sjuksköterskeexamen;Kvinnor;35-;268
HT1996;;Sjuksköterskeexamen;Kvinnor;Total;1601
HT1996;;Sjuksköterskeexamen;Män;-24;133
HT1996;;Sjuksköterskeexamen;Män;25-34;92
HT1996;;Sjuksköterskeexamen;Män;35-;38
HT1996;;Sjuksköterskeexamen;Män;Total;263
HT1996;;Sjuksköterskeexamen;Total;-24;987
HT1996;;Sjuksköterskeexamen;Total;25-34;571
HT1996;;Sjuksköterskeexamen;Total;35-;306
HT1996;;Sjuksköterskeexamen;Total;Total;1864
HT1996;;Sjöingenjörsexamen, påbyggnad;Kvinnor;-24;9
HT1996;;Sjöingenjörsexamen, påbyggnad;Kvinnor;25-34;1
HT1996;;Sjöingenjörsexamen, påbyggnad;Kvinnor;Total;10
HT1996;;Sjöingenjörsexamen, påbyggnad;Män;-24;54
HT1996;;Sjöingenjörsexamen, påbyggnad;Män;25-34;26
HT1996;;Sjöingenjörsexamen, påbyggnad;Män;35-;1
HT1996;;Sjöingenjörsexamen, påbyggnad;Män;Total;81
HT1996;;Sjöingenjörsexamen, påbyggnad;Total;-24;63
HT1996;;Sjöingenjörsexamen, påbyggnad;Total;25-34;27
HT1996;;Sjöingenjörsexamen, påbyggnad;Total;35-;1
HT1996;;Sjöingenjörsexamen, påbyggnad;Total;Total;91
HT1996;;Sjökaptensexamen, påbyggnad;Kvinnor;-24;3
HT1996;;Sjökaptensexamen, påbyggnad;Kvinnor;25-34;1
HT1996;;Sjökaptensexamen, påbyggnad;Kvinnor;Total;4
HT1996;;Sjökaptensexamen, påbyggnad;Män;-24;31
HT1996;;Sjökaptensexamen, påbyggnad;Män;25-34;35
HT1996;;Sjökaptensexamen, påbyggnad;Män;35-;10
HT1996;;Sjökaptensexamen, påbyggnad;Män;Total;76
HT1996;;Sjökaptensexamen, påbyggnad;Total;-24;34
HT1996;;Sjökaptensexamen, påbyggnad;Total;25-34;36
HT1996;;Sjökaptensexamen, påbyggnad;Total;35-;10
HT1996;;Sjökaptensexamen, påbyggnad;Total;Total;80
HT1996;;Slöjdlärarexamen;Kvinnor;-24;20
HT1996;;Slöjdlärarexamen;Kvinnor;25-34;19
HT1996;;Slöjdlärarexamen;Kvinnor;35-;6
HT1996;;Slöjdlärarexamen;Kvinnor;Total;45
HT1996;;Slöjdlärarexamen;Män;-24;23
HT1996;;Slöjdlärarexamen;Män;25-34;13
HT1996;;Slöjdlärarexamen;Män;35-;8
HT1996;;Slöjdlärarexamen;Män;Total;44
HT1996;;Slöjdlärarexamen;Total;-24;43
HT1996;;Slöjdlärarexamen;Total;25-34;32
HT1996;;Slöjdlärarexamen;Total;35-;14
HT1996;;Slöjdlärarexamen;Total;Total;89
HT1996;;Social omsorgsexamen;Kvinnor;-24;251
HT1996;;Social omsorgsexamen;Kvinnor;25-34;151
HT1996;;Social omsorgsexamen;Kvinnor;35-;162
HT1996;;Social omsorgsexamen;Kvinnor;Total;564
HT1996;;Social omsorgsexamen;Män;-24;25
HT1996;;Social omsorgsexamen;Män;25-34;27
HT1996;;Social omsorgsexamen;Män;35-;13
HT1996;;Social omsorgsexamen;Män;Total;65
HT1996;;Social omsorgsexamen;Total;-24;276
HT1996;;Social omsorgsexamen;Total;25-34;178
HT1996;;Social omsorgsexamen;Total;35-;175
HT1996;;Social omsorgsexamen;Total;Total;629
HT1996;;Socionomexamen;Kvinnor;-24;287
HT1996;;Socionomexamen;Kvinnor;25-34;110
HT1996;;Socionomexamen;Kvinnor;35-;61
HT1996;;Socionomexamen;Kvinnor;Total;458
HT1996;;Socionomexamen;Män;-24;58
HT1996;;Socionomexamen;Män;25-34;53
HT1996;;Socionomexamen;Män;35-;31
HT1996;;Socionomexamen;Män;Total;142
HT1996;;Socionomexamen;Total;-24;345
HT1996;;Socionomexamen;Total;25-34;163
HT1996;;Socionomexamen;Total;35-;92
HT1996;;Socionomexamen;Total;Total;600
HT1996;;Specialpedagogexamen;Kvinnor;-24;1
HT1996;;Specialpedagogexamen;Kvinnor;25-34;36
HT1996;;Specialpedagogexamen;Kvinnor;35-;272
HT1996;;Specialpedagogexamen;Kvinnor;Total;309
HT1996;;Specialpedagogexamen;Män;25-34;6
HT1996;;Specialpedagogexamen;Män;35-;15
HT1996;;Specialpedagogexamen;Män;Total;21
HT1996;;Specialpedagogexamen;Total;-24;1
HT1996;;Specialpedagogexamen;Total;25-34;42
HT1996;;Specialpedagogexamen;Total;35-;287
HT1996;;Specialpedagogexamen;Total;Total;330
HT1996;;Studie- och yrkesvägledarexamen;Kvinnor;-24;17
HT1996;;Studie- och yrkesvägledarexamen;Kvinnor;25-34;56
HT1996;;Studie- och yrkesvägledarexamen;Kvinnor;35-;54
HT1996;;Studie- och yrkesvägledarexamen;Kvinnor;Total;127
HT1996;;Studie- och yrkesvägledarexamen;Män;-24;1
HT1996;;Studie- och yrkesvägledarexamen;Män;25-34;19
HT1996;;Studie- och yrkesvägledarexamen;Män;35-;8
HT1996;;Studie- och yrkesvägledarexamen;Män;Total;28
HT1996;;Studie- och yrkesvägledarexamen;Total;-24;18
HT1996;;Studie- och yrkesvägledarexamen;Total;25-34;75
HT1996;;Studie- och yrkesvägledarexamen;Total;35-;62
HT1996;;Studie- och yrkesvägledarexamen;Total;Total;155
HT1996;;Styrmansexamen;Män;-24;18
HT1996;;Styrmansexamen;Män;25-34;12
HT1996;;Styrmansexamen;Män;35-;1
HT1996;;Styrmansexamen;Män;Total;31
HT1996;;Styrmansexamen;Total;-24;18
HT1996;;Styrmansexamen;Total;25-34;12
HT1996;;Styrmansexamen;Total;35-;1
HT1996;;Styrmansexamen;Total;Total;31
HT1996;;Tandhygienistexamen;Kvinnor;-24;88
HT1996;;Tandhygienistexamen;Kvinnor;25-34;43
HT1996;;Tandhygienistexamen;Kvinnor;35-;37
HT1996;;Tandhygienistexamen;Kvinnor;Total;168
HT1996;;Tandhygienistexamen;Män;-24;3
HT1996;;Tandhygienistexamen;Män;25-34;2
HT1996;;Tandhygienistexamen;Män;35-;6
HT1996;;Tandhygienistexamen;Män;Total;11
HT1996;;Tandhygienistexamen;Total;-24;91
HT1996;;Tandhygienistexamen;Total;25-34;45
HT1996;;Tandhygienistexamen;Total;35-;43
HT1996;;Tandhygienistexamen;Total;Total;179
HT1996;;Tandläkarexamen;Kvinnor;-24;46
HT1996;;Tandläkarexamen;Kvinnor;25-34;17
HT1996;;Tandläkarexamen;Kvinnor;35-;2
HT1996;;Tandläkarexamen;Kvinnor;Total;65
HT1996;;Tandläkarexamen;Män;-24;39
HT1996;;Tandläkarexamen;Män;25-34;10
HT1996;;Tandläkarexamen;Män;35-;3
HT1996;;Tandläkarexamen;Män;Total;52
HT1996;;Tandläkarexamen;Total;-24;85
HT1996;;Tandläkarexamen;Total;25-34;27
HT1996;;Tandläkarexamen;Total;35-;5
HT1996;;Tandläkarexamen;Total;Total;117
HT1996;;Teologie kandidatexamen;Kvinnor;-24;136
HT1996;;Teologie kandidatexamen;Kvinnor;25-34;35
HT1996;;Teologie kandidatexamen;Kvinnor;35-;20
HT1996;;Teologie kandidatexamen;Kvinnor;Total;191
HT1996;;Teologie kandidatexamen;Män;-24;79
HT1996;;Teologie kandidatexamen;Män;25-34;32
HT1996;;Teologie kandidatexamen;Män;35-;11
HT1996;;Teologie kandidatexamen;Män;Total;122
HT1996;;Teologie kandidatexamen;Total;-24;215
HT1996;;Teologie kandidatexamen;Total;25-34;67
HT1996;;Teologie kandidatexamen;Total;35-;31
HT1996;;Teologie kandidatexamen;Total;Total;313
HT1996;;Trädgårdsingenjörsexamen;Kvinnor;-24;11
HT1996;;Trädgårdsingenjörsexamen;Kvinnor;25-34;8
HT1996;;Trädgårdsingenjörsexamen;Kvinnor;35-;3
HT1996;;Trädgårdsingenjörsexamen;Kvinnor;Total;22
HT1996;;Trädgårdsingenjörsexamen;Män;-24;1
HT1996;;Trädgårdsingenjörsexamen;Män;25-34;4
HT1996;;Trädgårdsingenjörsexamen;Män;35-;1
HT1996;;Trädgårdsingenjörsexamen;Män;Total;6
HT1996;;Trädgårdsingenjörsexamen;Total;-24;12
HT1996;;Trädgårdsingenjörsexamen;Total;25-34;12
HT1996;;Trädgårdsingenjörsexamen;Total;35-;4
HT1996;;Trädgårdsingenjörsexamen;Total;Total;28
HT1996;;Veterinärexamen;Kvinnor;-24;40
HT1996;;Veterinärexamen;Kvinnor;25-34;19
HT1996;;Veterinärexamen;Kvinnor;35-;1
HT1996;;Veterinärexamen;Kvinnor;Total;60
HT1996;;Veterinärexamen;Män;-24;6
HT1996;;Veterinärexamen;Män;25-34;3
HT1996;;Veterinärexamen;Män;35-;2
HT1996;;Veterinärexamen;Män;Total;11
HT1996;;Veterinärexamen;Total;-24;46
HT1996;;Veterinärexamen;Total;25-34;22
HT1996;;Veterinärexamen;Total;35-;3
HT1996;;Veterinärexamen;Total;Total;71
HT1996;;Yrkesteknisk högskoleexamen;Kvinnor;25-34;2
HT1996;;Yrkesteknisk högskoleexamen;Kvinnor;35-;3
HT1996;;Yrkesteknisk högskoleexamen;Kvinnor;Total;5
HT1996;;Yrkesteknisk högskoleexamen;Män;-24;2
HT1996;;Yrkesteknisk högskoleexamen;Män;25-34;13
HT1996;;Yrkesteknisk högskoleexamen;Män;35-;13
HT1996;;Yrkesteknisk högskoleexamen;Män;Total;28
HT1996;;Yrkesteknisk högskoleexamen;Total;-24;2
HT1996;;Yrkesteknisk högskoleexamen;Total;25-34;15
HT1996;;Yrkesteknisk högskoleexamen;Total;35-;16
HT1996;;Yrkesteknisk högskoleexamen;Total;Total;33
HT1996;Blekinge Internationella Hälsohögskola;;Kvinnor;-24;24
HT1996;Blekinge Internationella Hälsohögskola;;Kvinnor;25-34;12
HT1996;Blekinge Internationella Hälsohögskola;;Kvinnor;35-;5
HT1996;Blekinge Internationella Hälsohögskola;;Kvinnor;Total;41
HT1996;Blekinge Internationella Hälsohögskola;;Män;-24;2
HT1996;Blekinge Internationella Hälsohögskola;;Män;25-34;2
