Termin;Lärosäte;Program;Kön;Åldersgrupp;Antal
HT1996;Hälsohögskolan i Värmland;Tandhygienistexamen;Total;-24;3
HT1996;Hälsohögskolan i Värmland;Tandhygienistexamen;Total;25-34;7
HT1996;Hälsohögskolan i Värmland;Tandhygienistexamen;Total;Total;10
HT1996;Högskolan Dalarna;;Kvinnor;-24;236
HT1996;Högskolan Dalarna;;Kvinnor;25-34;60
HT1996;Högskolan Dalarna;;Kvinnor;35-;47
HT1996;Högskolan Dalarna;;Kvinnor;Total;343
HT1996;Högskolan Dalarna;;Män;-24;230
HT1996;Högskolan Dalarna;;Män;25-34;107
HT1996;Högskolan Dalarna;;Män;35-;33
HT1996;Högskolan Dalarna;;Män;Total;370
HT1996;Högskolan Dalarna;;Total;-24;466
HT1996;Högskolan Dalarna;;Total;25-34;167
HT1996;Högskolan Dalarna;;Total;35-;80
HT1996;Högskolan Dalarna;;Total;Total;713
HT1996;Högskolan Dalarna;Grundskollärarexamen 1-7;Kvinnor;-24;48
HT1996;Högskolan Dalarna;Grundskollärarexamen 1-7;Kvinnor;25-34;11
HT1996;Högskolan Dalarna;Grundskollärarexamen 1-7;Kvinnor;35-;14
HT1996;Högskolan Dalarna;Grundskollärarexamen 1-7;Kvinnor;Total;73
HT1996;Högskolan Dalarna;Grundskollärarexamen 1-7;Män;-24;9
HT1996;Högskolan Dalarna;Grundskollärarexamen 1-7;Män;25-34;4
HT1996;Högskolan Dalarna;Grundskollärarexamen 1-7;Män;35-;3
HT1996;Högskolan Dalarna;Grundskollärarexamen 1-7;Män;Total;16
HT1996;Högskolan Dalarna;Grundskollärarexamen 1-7;Total;-24;57
HT1996;Högskolan Dalarna;Grundskollärarexamen 1-7;Total;25-34;15
HT1996;Högskolan Dalarna;Grundskollärarexamen 1-7;Total;35-;17
HT1996;Högskolan Dalarna;Grundskollärarexamen 1-7;Total;Total;89
HT1996;Högskolan Dalarna;Grundskollärarexamen 4-9;Kvinnor;-24;109
HT1996;Högskolan Dalarna;Grundskollärarexamen 4-9;Kvinnor;25-34;29
HT1996;Högskolan Dalarna;Grundskollärarexamen 4-9;Kvinnor;35-;19
HT1996;Högskolan Dalarna;Grundskollärarexamen 4-9;Kvinnor;Total;157
HT1996;Högskolan Dalarna;Grundskollärarexamen 4-9;Män;-24;59
HT1996;Högskolan Dalarna;Grundskollärarexamen 4-9;Män;25-34;21
HT1996;Högskolan Dalarna;Grundskollärarexamen 4-9;Män;35-;7
HT1996;Högskolan Dalarna;Grundskollärarexamen 4-9;Män;Total;87
HT1996;Högskolan Dalarna;Grundskollärarexamen 4-9;Total;-24;168
HT1996;Högskolan Dalarna;Grundskollärarexamen 4-9;Total;25-34;50
HT1996;Högskolan Dalarna;Grundskollärarexamen 4-9;Total;35-;26
HT1996;Högskolan Dalarna;Grundskollärarexamen 4-9;Total;Total;244
HT1996;Högskolan Dalarna;Högskoleingenjörsexamen;Kvinnor;-24;80
HT1996;Högskolan Dalarna;Högskoleingenjörsexamen;Kvinnor;25-34;20
HT1996;Högskolan Dalarna;Högskoleingenjörsexamen;Kvinnor;35-;14
HT1996;Högskolan Dalarna;Högskoleingenjörsexamen;Kvinnor;Total;114
HT1996;Högskolan Dalarna;Högskoleingenjörsexamen;Män;-24;164
HT1996;Högskolan Dalarna;Högskoleingenjörsexamen;Män;25-34;82
HT1996;Högskolan Dalarna;Högskoleingenjörsexamen;Män;35-;23
HT1996;Högskolan Dalarna;Högskoleingenjörsexamen;Män;Total;269
HT1996;Högskolan Dalarna;Högskoleingenjörsexamen;Total;-24;244
HT1996;Högskolan Dalarna;Högskoleingenjörsexamen;Total;25-34;102
HT1996;Högskolan Dalarna;Högskoleingenjörsexamen;Total;35-;37
HT1996;Högskolan Dalarna;Högskoleingenjörsexamen;Total;Total;383
HT1996;Högskolan i Borås;;Kvinnor;-24;111
HT1996;Högskolan i Borås;;Kvinnor;25-34;40
HT1996;Högskolan i Borås;;Kvinnor;35-;16
HT1996;Högskolan i Borås;;Kvinnor;Total;167
HT1996;Högskolan i Borås;;Män;-24;176
HT1996;Högskolan i Borås;;Män;25-34;81
HT1996;Högskolan i Borås;;Män;35-;41
HT1996;Högskolan i Borås;;Män;Total;298
HT1996;Högskolan i Borås;;Total;-24;287
HT1996;Högskolan i Borås;;Total;25-34;121
HT1996;Högskolan i Borås;;Total;35-;57
HT1996;Högskolan i Borås;;Total;Total;465
HT1996;Högskolan i Borås;Barn- och ungdomspedagogisk examen;Kvinnor;-24;40
HT1996;Högskolan i Borås;Barn- och ungdomspedagogisk examen;Kvinnor;25-34;12
HT1996;Högskolan i Borås;Barn- och ungdomspedagogisk examen;Kvinnor;35-;8
HT1996;Högskolan i Borås;Barn- och ungdomspedagogisk examen;Kvinnor;Total;60
HT1996;Högskolan i Borås;Barn- och ungdomspedagogisk examen;Män;-24;13
HT1996;Högskolan i Borås;Barn- och ungdomspedagogisk examen;Män;25-34;1
HT1996;Högskolan i Borås;Barn- och ungdomspedagogisk examen;Män;35-;1
HT1996;Högskolan i Borås;Barn- och ungdomspedagogisk examen;Män;Total;15
HT1996;Högskolan i Borås;Barn- och ungdomspedagogisk examen;Total;-24;53
HT1996;Högskolan i Borås;Barn- och ungdomspedagogisk examen;Total;25-34;13
HT1996;Högskolan i Borås;Barn- och ungdomspedagogisk examen;Total;35-;9
HT1996;Högskolan i Borås;Barn- och ungdomspedagogisk examen;Total;Total;75
HT1996;Högskolan i Borås;Högskoleingenjörsexamen;Kvinnor;-24;71
HT1996;Högskolan i Borås;Högskoleingenjörsexamen;Kvinnor;25-34;28
HT1996;Högskolan i Borås;Högskoleingenjörsexamen;Kvinnor;35-;8
HT1996;Högskolan i Borås;Högskoleingenjörsexamen;Kvinnor;Total;107
HT1996;Högskolan i Borås;Högskoleingenjörsexamen;Män;-24;163
HT1996;Högskolan i Borås;Högskoleingenjörsexamen;Män;25-34;80
HT1996;Högskolan i Borås;Högskoleingenjörsexamen;Män;35-;40
HT1996;Högskolan i Borås;Högskoleingenjörsexamen;Män;Total;283
HT1996;Högskolan i Borås;Högskoleingenjörsexamen;Total;-24;234
HT1996;Högskolan i Borås;Högskoleingenjörsexamen;Total;25-34;108
HT1996;Högskolan i Borås;Högskoleingenjörsexamen;Total;35-;48
HT1996;Högskolan i Borås;Högskoleingenjörsexamen;Total;Total;390
HT1996;Högskolan i Gävle/Sandviken;;Kvinnor;-24;142
HT1996;Högskolan i Gävle/Sandviken;;Kvinnor;25-34;59
HT1996;Högskolan i Gävle/Sandviken;;Kvinnor;35-;55
HT1996;Högskolan i Gävle/Sandviken;;Kvinnor;Total;256
HT1996;Högskolan i Gävle/Sandviken;;Män;-24;233
HT1996;Högskolan i Gävle/Sandviken;;Män;25-34;93
HT1996;Högskolan i Gävle/Sandviken;;Män;35-;53
HT1996;Högskolan i Gävle/Sandviken;;Män;Total;379
HT1996;Högskolan i Gävle/Sandviken;;Total;-24;375
HT1996;Högskolan i Gävle/Sandviken;;Total;25-34;152
HT1996;Högskolan i Gävle/Sandviken;;Total;35-;108
HT1996;Högskolan i Gävle/Sandviken;;Total;Total;635
HT1996;Högskolan i Gävle/Sandviken;Barn- och ungdomspedagogisk examen;Kvinnor;-24;49
HT1996;Högskolan i Gävle/Sandviken;Barn- och ungdomspedagogisk examen;Kvinnor;25-34;16
HT1996;Högskolan i Gävle/Sandviken;Barn- och ungdomspedagogisk examen;Kvinnor;35-;16
HT1996;Högskolan i Gävle/Sandviken;Barn- och ungdomspedagogisk examen;Kvinnor;Total;81
HT1996;Högskolan i Gävle/Sandviken;Barn- och ungdomspedagogisk examen;Män;-24;7
HT1996;Högskolan i Gävle/Sandviken;Barn- och ungdomspedagogisk examen;Män;25-34;4
HT1996;Högskolan i Gävle/Sandviken;Barn- och ungdomspedagogisk examen;Män;35-;1
HT1996;Högskolan i Gävle/Sandviken;Barn- och ungdomspedagogisk examen;Män;Total;12
HT1996;Högskolan i Gävle/Sandviken;Barn- och ungdomspedagogisk examen;Total;-24;56
HT1996;Högskolan i Gävle/Sandviken;Barn- och ungdomspedagogisk examen;Total;25-34;20
HT1996;Högskolan i Gävle/Sandviken;Barn- och ungdomspedagogisk examen;Total;35-;17
HT1996;Högskolan i Gävle/Sandviken;Barn- och ungdomspedagogisk examen;Total;Total;93
HT1996;Högskolan i Gävle/Sandviken;Grundskollärarexamen 1-7;Kvinnor;-24;41
HT1996;Högskolan i Gävle/Sandviken;Grundskollärarexamen 1-7;Kvinnor;25-34;12
HT1996;Högskolan i Gävle/Sandviken;Grundskollärarexamen 1-7;Kvinnor;35-;16
HT1996;Högskolan i Gävle/Sandviken;Grundskollärarexamen 1-7;Kvinnor;Total;69
HT1996;Högskolan i Gävle/Sandviken;Grundskollärarexamen 1-7;Män;-24;8
HT1996;Högskolan i Gävle/Sandviken;Grundskollärarexamen 1-7;Män;25-34;9
HT1996;Högskolan i Gävle/Sandviken;Grundskollärarexamen 1-7;Män;35-;6
HT1996;Högskolan i Gävle/Sandviken;Grundskollärarexamen 1-7;Män;Total;23
HT1996;Högskolan i Gävle/Sandviken;Grundskollärarexamen 1-7;Total;-24;49
HT1996;Högskolan i Gävle/Sandviken;Grundskollärarexamen 1-7;Total;25-34;21
HT1996;Högskolan i Gävle/Sandviken;Grundskollärarexamen 1-7;Total;35-;22
HT1996;Högskolan i Gävle/Sandviken;Grundskollärarexamen 1-7;Total;Total;92
HT1996;Högskolan i Gävle/Sandviken;Grundskollärarexamen 4-9;Kvinnor;-24;3
HT1996;Högskolan i Gävle/Sandviken;Grundskollärarexamen 4-9;Kvinnor;25-34;7
HT1996;Högskolan i Gävle/Sandviken;Grundskollärarexamen 4-9;Kvinnor;35-;10
HT1996;Högskolan i Gävle/Sandviken;Grundskollärarexamen 4-9;Kvinnor;Total;20
HT1996;Högskolan i Gävle/Sandviken;Grundskollärarexamen 4-9;Män;-24;3
HT1996;Högskolan i Gävle/Sandviken;Grundskollärarexamen 4-9;Män;25-34;4
HT1996;Högskolan i Gävle/Sandviken;Grundskollärarexamen 4-9;Män;35-;5
HT1996;Högskolan i Gävle/Sandviken;Grundskollärarexamen 4-9;Män;Total;12
HT1996;Högskolan i Gävle/Sandviken;Grundskollärarexamen 4-9;Total;-24;6
HT1996;Högskolan i Gävle/Sandviken;Grundskollärarexamen 4-9;Total;25-34;11
HT1996;Högskolan i Gävle/Sandviken;Grundskollärarexamen 4-9;Total;35-;15
HT1996;Högskolan i Gävle/Sandviken;Grundskollärarexamen 4-9;Total;Total;32
HT1996;Högskolan i Gävle/Sandviken;Högskoleingenjörsexamen;Kvinnor;-24;49
HT1996;Högskolan i Gävle/Sandviken;Högskoleingenjörsexamen;Kvinnor;25-34;24
HT1996;Högskolan i Gävle/Sandviken;Högskoleingenjörsexamen;Kvinnor;35-;10
HT1996;Högskolan i Gävle/Sandviken;Högskoleingenjörsexamen;Kvinnor;Total;83
HT1996;Högskolan i Gävle/Sandviken;Högskoleingenjörsexamen;Män;-24;213
HT1996;Högskolan i Gävle/Sandviken;Högskoleingenjörsexamen;Män;25-34;64
HT1996;Högskolan i Gävle/Sandviken;Högskoleingenjörsexamen;Män;35-;28
HT1996;Högskolan i Gävle/Sandviken;Högskoleingenjörsexamen;Män;Total;305
HT1996;Högskolan i Gävle/Sandviken;Högskoleingenjörsexamen;Total;-24;262
HT1996;Högskolan i Gävle/Sandviken;Högskoleingenjörsexamen;Total;25-34;88
HT1996;Högskolan i Gävle/Sandviken;Högskoleingenjörsexamen;Total;35-;38
HT1996;Högskolan i Gävle/Sandviken;Högskoleingenjörsexamen;Total;Total;388
HT1996;Högskolan i Gävle/Sandviken;Yrkesteknisk högskoleexamen;Kvinnor;25-34;2
HT1996;Högskolan i Gävle/Sandviken;Yrkesteknisk högskoleexamen;Kvinnor;35-;3
HT1996;Högskolan i Gävle/Sandviken;Yrkesteknisk högskoleexamen;Kvinnor;Total;5
HT1996;Högskolan i Gävle/Sandviken;Yrkesteknisk högskoleexamen;Män;-24;2
HT1996;Högskolan i Gävle/Sandviken;Yrkesteknisk högskoleexamen;Män;25-34;13
HT1996;Högskolan i Gävle/Sandviken;Yrkesteknisk högskoleexamen;Män;35-;13
HT1996;Högskolan i Gävle/Sandviken;Yrkesteknisk högskoleexamen;Män;Total;28
HT1996;Högskolan i Gävle/Sandviken;Yrkesteknisk högskoleexamen;Total;-24;2
HT1996;Högskolan i Gävle/Sandviken;Yrkesteknisk högskoleexamen;Total;25-34;15
HT1996;Högskolan i Gävle/Sandviken;Yrkesteknisk högskoleexamen;Total;35-;16
HT1996;Högskolan i Gävle/Sandviken;Yrkesteknisk högskoleexamen;Total;Total;33
HT1996;Högskolan i Halmstad;;Kvinnor;-24;49
HT1996;Högskolan i Halmstad;;Kvinnor;25-34;20
HT1996;Högskolan i Halmstad;;Kvinnor;35-;14
HT1996;Högskolan i Halmstad;;Kvinnor;Total;83
HT1996;Högskolan i Halmstad;;Män;-24;132
HT1996;Högskolan i Halmstad;;Män;25-34;43
HT1996;Högskolan i Halmstad;;Män;35-;13
HT1996;Högskolan i Halmstad;;Män;Total;188
HT1996;Högskolan i Halmstad;;Total;-24;181
HT1996;Högskolan i Halmstad;;Total;25-34;63
HT1996;Högskolan i Halmstad;;Total;35-;27
HT1996;Högskolan i Halmstad;;Total;Total;271
HT1996;Högskolan i Halmstad;Högskoleingenjörsexamen;Kvinnor;-24;28
HT1996;Högskolan i Halmstad;Högskoleingenjörsexamen;Kvinnor;25-34;7
HT1996;Högskolan i Halmstad;Högskoleingenjörsexamen;Kvinnor;35-;3
HT1996;Högskolan i Halmstad;Högskoleingenjörsexamen;Kvinnor;Total;38
HT1996;Högskolan i Halmstad;Högskoleingenjörsexamen;Män;-24;128
HT1996;Högskolan i Halmstad;Högskoleingenjörsexamen;Män;25-34;40
HT1996;Högskolan i Halmstad;Högskoleingenjörsexamen;Män;35-;11
HT1996;Högskolan i Halmstad;Högskoleingenjörsexamen;Män;Total;179
HT1996;Högskolan i Halmstad;Högskoleingenjörsexamen;Total;-24;156
HT1996;Högskolan i Halmstad;Högskoleingenjörsexamen;Total;25-34;47
HT1996;Högskolan i Halmstad;Högskoleingenjörsexamen;Total;35-;14
HT1996;Högskolan i Halmstad;Högskoleingenjörsexamen;Total;Total;217
HT1996;Högskolan i Halmstad;Sjuksköterskeexamen;Kvinnor;-24;15
HT1996;Högskolan i Halmstad;Sjuksköterskeexamen;Kvinnor;25-34;10
HT1996;Högskolan i Halmstad;Sjuksköterskeexamen;Kvinnor;35-;8
HT1996;Högskolan i Halmstad;Sjuksköterskeexamen;Kvinnor;Total;33
HT1996;Högskolan i Halmstad;Sjuksköterskeexamen;Män;-24;3
HT1996;Högskolan i Halmstad;Sjuksköterskeexamen;Män;25-34;3
HT1996;Högskolan i Halmstad;Sjuksköterskeexamen;Män;35-;2
HT1996;Högskolan i Halmstad;Sjuksköterskeexamen;Män;Total;8
HT1996;Högskolan i Halmstad;Sjuksköterskeexamen;Total;-24;18
HT1996;Högskolan i Halmstad;Sjuksköterskeexamen;Total;25-34;13
HT1996;Högskolan i Halmstad;Sjuksköterskeexamen;Total;35-;10
HT1996;Högskolan i Halmstad;Sjuksköterskeexamen;Total;Total;41
HT1996;Högskolan i Halmstad;Tandhygienistexamen;Kvinnor;-24;6
HT1996;Högskolan i Halmstad;Tandhygienistexamen;Kvinnor;25-34;3
HT1996;Högskolan i Halmstad;Tandhygienistexamen;Kvinnor;35-;3
HT1996;Högskolan i Halmstad;Tandhygienistexamen;Kvinnor;Total;12
HT1996;Högskolan i Halmstad;Tandhygienistexamen;Män;-24;1
HT1996;Högskolan i Halmstad;Tandhygienistexamen;Män;Total;1
HT1996;Högskolan i Halmstad;Tandhygienistexamen;Total;-24;7
HT1996;Högskolan i Halmstad;Tandhygienistexamen;Total;25-34;3
HT1996;Högskolan i Halmstad;Tandhygienistexamen;Total;35-;3
HT1996;Högskolan i Halmstad;Tandhygienistexamen;Total;Total;13
HT1996;Högskolan i Jönköping;;Kvinnor;-24;217
HT1996;Högskolan i Jönköping;;Kvinnor;25-34;88
HT1996;Högskolan i Jönköping;;Kvinnor;35-;82
HT1996;Högskolan i Jönköping;;Kvinnor;Total;387
HT1996;Högskolan i Jönköping;;Män;-24;178
HT1996;Högskolan i Jönköping;;Män;25-34;64
HT1996;Högskolan i Jönköping;;Män;35-;26
HT1996;Högskolan i Jönköping;;Män;Total;268
HT1996;Högskolan i Jönköping;;Total;-24;395
HT1996;Högskolan i Jönköping;;Total;25-34;152
HT1996;Högskolan i Jönköping;;Total;35-;108
HT1996;Högskolan i Jönköping;;Total;Total;655
HT1996;Högskolan i Jönköping;Barn- och ungdomspedagogisk examen;Kvinnor;-24;86
HT1996;Högskolan i Jönköping;Barn- och ungdomspedagogisk examen;Kvinnor;25-34;20
HT1996;Högskolan i Jönköping;Barn- och ungdomspedagogisk examen;Kvinnor;35-;12
HT1996;Högskolan i Jönköping;Barn- och ungdomspedagogisk examen;Kvinnor;Total;118
HT1996;Högskolan i Jönköping;Barn- och ungdomspedagogisk examen;Män;-24;14
HT1996;Högskolan i Jönköping;Barn- och ungdomspedagogisk examen;Män;25-34;2
HT1996;Högskolan i Jönköping;Barn- och ungdomspedagogisk examen;Män;35-;2
HT1996;Högskolan i Jönköping;Barn- och ungdomspedagogisk examen;Män;Total;18
HT1996;Högskolan i Jönköping;Barn- och ungdomspedagogisk examen;Total;-24;100
HT1996;Högskolan i Jönköping;Barn- och ungdomspedagogisk examen;Total;25-34;22
HT1996;Högskolan i Jönköping;Barn- och ungdomspedagogisk examen;Total;35-;14
HT1996;Högskolan i Jönköping;Barn- och ungdomspedagogisk examen;Total;Total;136
HT1996;Högskolan i Jönköping;Grundskollärarexamen 1-7;Kvinnor;-24;70
HT1996;Högskolan i Jönköping;Grundskollärarexamen 1-7;Kvinnor;25-34;13
HT1996;Högskolan i Jönköping;Grundskollärarexamen 1-7;Kvinnor;35-;13
HT1996;Högskolan i Jönköping;Grundskollärarexamen 1-7;Kvinnor;Total;96
HT1996;Högskolan i Jönköping;Grundskollärarexamen 1-7;Män;-24;13
HT1996;Högskolan i Jönköping;Grundskollärarexamen 1-7;Män;25-34;4
HT1996;Högskolan i Jönköping;Grundskollärarexamen 1-7;Män;35-;2
HT1996;Högskolan i Jönköping;Grundskollärarexamen 1-7;Män;Total;19
HT1996;Högskolan i Jönköping;Grundskollärarexamen 1-7;Total;-24;83
HT1996;Högskolan i Jönköping;Grundskollärarexamen 1-7;Total;25-34;17
HT1996;Högskolan i Jönköping;Grundskollärarexamen 1-7;Total;35-;15
HT1996;Högskolan i Jönköping;Grundskollärarexamen 1-7;Total;Total;115
HT1996;Högskolan i Jönköping;Grundskollärarexamen 4-9;Kvinnor;-24;24
HT1996;Högskolan i Jönköping;Grundskollärarexamen 4-9;Kvinnor;25-34;15
HT1996;Högskolan i Jönköping;Grundskollärarexamen 4-9;Kvinnor;35-;19
HT1996;Högskolan i Jönköping;Grundskollärarexamen 4-9;Kvinnor;Total;58
HT1996;Högskolan i Jönköping;Grundskollärarexamen 4-9;Män;-24;16
HT1996;Högskolan i Jönköping;Grundskollärarexamen 4-9;Män;25-34;13
HT1996;Högskolan i Jönköping;Grundskollärarexamen 4-9;Män;35-;4
HT1996;Högskolan i Jönköping;Grundskollärarexamen 4-9;Män;Total;33
HT1996;Högskolan i Jönköping;Grundskollärarexamen 4-9;Total;-24;40
HT1996;Högskolan i Jönköping;Grundskollärarexamen 4-9;Total;25-34;28
HT1996;Högskolan i Jönköping;Grundskollärarexamen 4-9;Total;35-;23
HT1996;Högskolan i Jönköping;Grundskollärarexamen 4-9;Total;Total;91
HT1996;Högskolan i Jönköping;Högskoleingenjörsexamen;Kvinnor;-24;37
HT1996;Högskolan i Jönköping;Högskoleingenjörsexamen;Kvinnor;25-34;41
HT1996;Högskolan i Jönköping;Högskoleingenjörsexamen;Kvinnor;35-;38
HT1996;Högskolan i Jönköping;Högskoleingenjörsexamen;Kvinnor;Total;116
HT1996;Högskolan i Jönköping;Högskoleingenjörsexamen;Män;-24;135
HT1996;Högskolan i Jönköping;Högskoleingenjörsexamen;Män;25-34;45
HT1996;Högskolan i Jönköping;Högskoleingenjörsexamen;Män;35-;18
HT1996;Högskolan i Jönköping;Högskoleingenjörsexamen;Män;Total;198
HT1996;Högskolan i Jönköping;Högskoleingenjörsexamen;Total;-24;172
HT1996;Högskolan i Jönköping;Högskoleingenjörsexamen;Total;25-34;86
HT1996;Högskolan i Jönköping;Högskoleingenjörsexamen;Total;35-;56
HT1996;Högskolan i Jönköping;Högskoleingenjörsexamen;Total;Total;314
HT1996;Högskolan i Kalmar;;Kvinnor;-24;174
HT1996;Högskolan i Kalmar;;Kvinnor;25-34;63
HT1996;Högskolan i Kalmar;;Kvinnor;35-;29
HT1996;Högskolan i Kalmar;;Kvinnor;Total;266
HT1996;Högskolan i Kalmar;;Män;-24;272
HT1996;Högskolan i Kalmar;;Män;25-34;146
HT1996;Högskolan i Kalmar;;Män;35-;31
HT1996;Högskolan i Kalmar;;Män;Total;449
HT1996;Högskolan i Kalmar;;Total;-24;446
HT1996;Högskolan i Kalmar;;Total;25-34;209
HT1996;Högskolan i Kalmar;;Total;35-;60
HT1996;Högskolan i Kalmar;;Total;Total;715
HT1996;Högskolan i Kalmar;Barn- och ungdomspedagogisk examen;Kvinnor;-24;67
HT1996;Högskolan i Kalmar;Barn- och ungdomspedagogisk examen;Kvinnor;25-34;15
HT1996;Högskolan i Kalmar;Barn- och ungdomspedagogisk examen;Kvinnor;35-;8
HT1996;Högskolan i Kalmar;Barn- och ungdomspedagogisk examen;Kvinnor;Total;90
HT1996;Högskolan i Kalmar;Barn- och ungdomspedagogisk examen;Män;-24;11
HT1996;Högskolan i Kalmar;Barn- och ungdomspedagogisk examen;Män;25-34;7
HT1996;Högskolan i Kalmar;Barn- och ungdomspedagogisk examen;Män;35-;2
HT1996;Högskolan i Kalmar;Barn- och ungdomspedagogisk examen;Män;Total;20
HT1996;Högskolan i Kalmar;Barn- och ungdomspedagogisk examen;Total;-24;78
HT1996;Högskolan i Kalmar;Barn- och ungdomspedagogisk examen;Total;25-34;22
HT1996;Högskolan i Kalmar;Barn- och ungdomspedagogisk examen;Total;35-;10
HT1996;Högskolan i Kalmar;Barn- och ungdomspedagogisk examen;Total;Total;110
HT1996;Högskolan i Kalmar;Grundskollärarexamen 1-7;Kvinnor;-24;46
HT1996;Högskolan i Kalmar;Grundskollärarexamen 1-7;Kvinnor;25-34;17
HT1996;Högskolan i Kalmar;Grundskollärarexamen 1-7;Kvinnor;35-;8
HT1996;Högskolan i Kalmar;Grundskollärarexamen 1-7;Kvinnor;Total;71
HT1996;Högskolan i Kalmar;Grundskollärarexamen 1-7;Män;-24;13
HT1996;Högskolan i Kalmar;Grundskollärarexamen 1-7;Män;25-34;8
HT1996;Högskolan i Kalmar;Grundskollärarexamen 1-7;Män;Total;21
HT1996;Högskolan i Kalmar;Grundskollärarexamen 1-7;Total;-24;59
HT1996;Högskolan i Kalmar;Grundskollärarexamen 1-7;Total;25-34;25
HT1996;Högskolan i Kalmar;Grundskollärarexamen 1-7;Total;35-;8
HT1996;Högskolan i Kalmar;Grundskollärarexamen 1-7;Total;Total;92
HT1996;Högskolan i Kalmar;Grundskollärarexamen 4-9;Kvinnor;-24;28
HT1996;Högskolan i Kalmar;Grundskollärarexamen 4-9;Kvinnor;25-34;13
HT1996;Högskolan i Kalmar;Grundskollärarexamen 4-9;Kvinnor;35-;6
HT1996;Högskolan i Kalmar;Grundskollärarexamen 4-9;Kvinnor;Total;47
HT1996;Högskolan i Kalmar;Grundskollärarexamen 4-9;Män;-24;15
HT1996;Högskolan i Kalmar;Grundskollärarexamen 4-9;Män;25-34;11
HT1996;Högskolan i Kalmar;Grundskollärarexamen 4-9;Män;35-;3
HT1996;Högskolan i Kalmar;Grundskollärarexamen 4-9;Män;Total;29
HT1996;Högskolan i Kalmar;Grundskollärarexamen 4-9;Total;-24;43
HT1996;Högskolan i Kalmar;Grundskollärarexamen 4-9;Total;25-34;24
HT1996;Högskolan i Kalmar;Grundskollärarexamen 4-9;Total;35-;9
HT1996;Högskolan i Kalmar;Grundskollärarexamen 4-9;Total;Total;76
HT1996;Högskolan i Kalmar;Gymnasielärarexamen;Kvinnor;-24;6
HT1996;Högskolan i Kalmar;Gymnasielärarexamen;Kvinnor;25-34;6
HT1996;Högskolan i Kalmar;Gymnasielärarexamen;Kvinnor;35-;7
HT1996;Högskolan i Kalmar;Gymnasielärarexamen;Kvinnor;Total;19
HT1996;Högskolan i Kalmar;Gymnasielärarexamen;Män;-24;11
HT1996;Högskolan i Kalmar;Gymnasielärarexamen;Män;25-34;7
HT1996;Högskolan i Kalmar;Gymnasielärarexamen;Män;35-;2
HT1996;Högskolan i Kalmar;Gymnasielärarexamen;Män;Total;20
HT1996;Högskolan i Kalmar;Gymnasielärarexamen;Total;-24;17
HT1996;Högskolan i Kalmar;Gymnasielärarexamen;Total;25-34;13
HT1996;Högskolan i Kalmar;Gymnasielärarexamen;Total;35-;9
HT1996;Högskolan i Kalmar;Gymnasielärarexamen;Total;Total;39
HT1996;Högskolan i Kalmar;Högskoleingenjörsexamen;Kvinnor;-24;21
HT1996;Högskolan i Kalmar;Högskoleingenjörsexamen;Kvinnor;25-34;11
HT1996;Högskolan i Kalmar;Högskoleingenjörsexamen;Kvinnor;Total;32
HT1996;Högskolan i Kalmar;Högskoleingenjörsexamen;Män;-24;128
HT1996;Högskolan i Kalmar;Högskoleingenjörsexamen;Män;25-34;48
HT1996;Högskolan i Kalmar;Högskoleingenjörsexamen;Män;35-;11
HT1996;Högskolan i Kalmar;Högskoleingenjörsexamen;Män;Total;187
HT1996;Högskolan i Kalmar;Högskoleingenjörsexamen;Total;-24;149
HT1996;Högskolan i Kalmar;Högskoleingenjörsexamen;Total;25-34;59
HT1996;Högskolan i Kalmar;Högskoleingenjörsexamen;Total;35-;11
HT1996;Högskolan i Kalmar;Högskoleingenjörsexamen;Total;Total;219
HT1996;Högskolan i Kalmar;Maskinteknikerexamen;Män;-24;7
HT1996;Högskolan i Kalmar;Maskinteknikerexamen;Män;25-34;1
HT1996;Högskolan i Kalmar;Maskinteknikerexamen;Män;35-;1
HT1996;Högskolan i Kalmar;Maskinteknikerexamen;Män;Total;9
HT1996;Högskolan i Kalmar;Maskinteknikerexamen;Total;-24;7
HT1996;Högskolan i Kalmar;Maskinteknikerexamen;Total;25-34;1
HT1996;Högskolan i Kalmar;Maskinteknikerexamen;Total;35-;1
HT1996;Högskolan i Kalmar;Maskinteknikerexamen;Total;Total;9
HT1996;Högskolan i Kalmar;Sjöingenjörsexamen, påbyggnad;Kvinnor;-24;3
HT1996;Högskolan i Kalmar;Sjöingenjörsexamen, påbyggnad;Kvinnor;Total;3
HT1996;Högskolan i Kalmar;Sjöingenjörsexamen, påbyggnad;Män;-24;38
HT1996;Högskolan i Kalmar;Sjöingenjörsexamen, påbyggnad;Män;25-34;17
HT1996;Högskolan i Kalmar;Sjöingenjörsexamen, påbyggnad;Män;35-;1
HT1996;Högskolan i Kalmar;Sjöingenjörsexamen, påbyggnad;Män;Total;56
HT1996;Högskolan i Kalmar;Sjöingenjörsexamen, påbyggnad;Total;-24;41
HT1996;Högskolan i Kalmar;Sjöingenjörsexamen, påbyggnad;Total;25-34;17
HT1996;Högskolan i Kalmar;Sjöingenjörsexamen, påbyggnad;Total;35-;1
HT1996;Högskolan i Kalmar;Sjöingenjörsexamen, påbyggnad;Total;Total;59
HT1996;Högskolan i Kalmar;Sjökaptensexamen, påbyggnad;Kvinnor;-24;3
HT1996;Högskolan i Kalmar;Sjökaptensexamen, påbyggnad;Kvinnor;25-34;1
