Termin;Lärosäte;Program;Kön;Åldersgrupp;Antal
HT2021;Högskolan i Borås;Ämneslärarexamen;Total;-24;14
HT2021;Högskolan i Borås;Ämneslärarexamen;Total;25-34;15
HT2021;Högskolan i Borås;Ämneslärarexamen;Total;35-;4
HT2021;Högskolan i Borås;Ämneslärarexamen;Total;Total;33
HT2021;Högskolan i Gävle;;Kvinnor;-24;241
HT2021;Högskolan i Gävle;;Kvinnor;25-34;266
HT2021;Högskolan i Gävle;;Kvinnor;35-;167
HT2021;Högskolan i Gävle;;Kvinnor;Total;674
HT2021;Högskolan i Gävle;;Män;-24;134
HT2021;Högskolan i Gävle;;Män;25-34;99
HT2021;Högskolan i Gävle;;Män;35-;57
HT2021;Högskolan i Gävle;;Män;Total;290
HT2021;Högskolan i Gävle;;Total;-24;375
HT2021;Högskolan i Gävle;;Total;25-34;365
HT2021;Högskolan i Gävle;;Total;35-;224
HT2021;Högskolan i Gävle;;Total;Total;964
HT2021;Högskolan i Gävle;Civilingenjörsexamen;Kvinnor;-24;2
HT2021;Högskolan i Gävle;Civilingenjörsexamen;Kvinnor;25-34;2
HT2021;Högskolan i Gävle;Civilingenjörsexamen;Kvinnor;Total;4
HT2021;Högskolan i Gävle;Civilingenjörsexamen;Män;-24;7
HT2021;Högskolan i Gävle;Civilingenjörsexamen;Män;25-34;3
HT2021;Högskolan i Gävle;Civilingenjörsexamen;Män;35-;1
HT2021;Högskolan i Gävle;Civilingenjörsexamen;Män;Total;11
HT2021;Högskolan i Gävle;Civilingenjörsexamen;Total;-24;9
HT2021;Högskolan i Gävle;Civilingenjörsexamen;Total;25-34;5
HT2021;Högskolan i Gävle;Civilingenjörsexamen;Total;35-;1
HT2021;Högskolan i Gävle;Civilingenjörsexamen;Total;Total;15
HT2021;Högskolan i Gävle;Förskollärarexamen;Kvinnor;-24;58
HT2021;Högskolan i Gävle;Förskollärarexamen;Kvinnor;25-34;62
HT2021;Högskolan i Gävle;Förskollärarexamen;Kvinnor;35-;24
HT2021;Högskolan i Gävle;Förskollärarexamen;Kvinnor;Total;144
HT2021;Högskolan i Gävle;Förskollärarexamen;Män;-24;3
HT2021;Högskolan i Gävle;Förskollärarexamen;Män;25-34;3
HT2021;Högskolan i Gävle;Förskollärarexamen;Män;Total;6
HT2021;Högskolan i Gävle;Förskollärarexamen;Total;-24;61
HT2021;Högskolan i Gävle;Förskollärarexamen;Total;25-34;65
HT2021;Högskolan i Gävle;Förskollärarexamen;Total;35-;24
HT2021;Högskolan i Gävle;Förskollärarexamen;Total;Total;150
HT2021;Högskolan i Gävle;Grundlärarexamen;Kvinnor;-24;55
HT2021;Högskolan i Gävle;Grundlärarexamen;Kvinnor;25-34;72
HT2021;Högskolan i Gävle;Grundlärarexamen;Kvinnor;35-;37
HT2021;Högskolan i Gävle;Grundlärarexamen;Kvinnor;Total;164
HT2021;Högskolan i Gävle;Grundlärarexamen;Män;-24;15
HT2021;Högskolan i Gävle;Grundlärarexamen;Män;25-34;22
HT2021;Högskolan i Gävle;Grundlärarexamen;Män;35-;6
HT2021;Högskolan i Gävle;Grundlärarexamen;Män;Total;43
HT2021;Högskolan i Gävle;Grundlärarexamen;Total;-24;70
HT2021;Högskolan i Gävle;Grundlärarexamen;Total;25-34;94
HT2021;Högskolan i Gävle;Grundlärarexamen;Total;35-;43
HT2021;Högskolan i Gävle;Grundlärarexamen;Total;Total;207
HT2021;Högskolan i Gävle;Högskoleingenjörsexamen;Kvinnor;-24;21
HT2021;Högskolan i Gävle;Högskoleingenjörsexamen;Kvinnor;25-34;12
HT2021;Högskolan i Gävle;Högskoleingenjörsexamen;Kvinnor;35-;8
HT2021;Högskolan i Gävle;Högskoleingenjörsexamen;Kvinnor;Total;41
HT2021;Högskolan i Gävle;Högskoleingenjörsexamen;Män;-24;89
HT2021;Högskolan i Gävle;Högskoleingenjörsexamen;Män;25-34;32
HT2021;Högskolan i Gävle;Högskoleingenjörsexamen;Män;35-;20
HT2021;Högskolan i Gävle;Högskoleingenjörsexamen;Män;Total;141
HT2021;Högskolan i Gävle;Högskoleingenjörsexamen;Total;-24;110
HT2021;Högskolan i Gävle;Högskoleingenjörsexamen;Total;25-34;44
HT2021;Högskolan i Gävle;Högskoleingenjörsexamen;Total;35-;28
HT2021;Högskolan i Gävle;Högskoleingenjörsexamen;Total;Total;182
HT2021;Högskolan i Gävle;Sjuksköterskeexamen;Kvinnor;-24;47
HT2021;Högskolan i Gävle;Sjuksköterskeexamen;Kvinnor;25-34;26
HT2021;Högskolan i Gävle;Sjuksköterskeexamen;Kvinnor;35-;11
HT2021;Högskolan i Gävle;Sjuksköterskeexamen;Kvinnor;Total;84
HT2021;Högskolan i Gävle;Sjuksköterskeexamen;Män;-24;3
HT2021;Högskolan i Gävle;Sjuksköterskeexamen;Män;25-34;5
HT2021;Högskolan i Gävle;Sjuksköterskeexamen;Män;35-;4
HT2021;Högskolan i Gävle;Sjuksköterskeexamen;Män;Total;12
HT2021;Högskolan i Gävle;Sjuksköterskeexamen;Total;-24;50
HT2021;Högskolan i Gävle;Sjuksköterskeexamen;Total;25-34;31
HT2021;Högskolan i Gävle;Sjuksköterskeexamen;Total;35-;15
HT2021;Högskolan i Gävle;Sjuksköterskeexamen;Total;Total;96
HT2021;Högskolan i Gävle;Socionomexamen;Kvinnor;-24;27
HT2021;Högskolan i Gävle;Socionomexamen;Kvinnor;25-34;43
HT2021;Högskolan i Gävle;Socionomexamen;Kvinnor;35-;32
HT2021;Högskolan i Gävle;Socionomexamen;Kvinnor;Total;102
HT2021;Högskolan i Gävle;Socionomexamen;Män;-24;5
HT2021;Högskolan i Gävle;Socionomexamen;Män;25-34;7
HT2021;Högskolan i Gävle;Socionomexamen;Män;35-;6
HT2021;Högskolan i Gävle;Socionomexamen;Män;Total;18
HT2021;Högskolan i Gävle;Socionomexamen;Total;-24;32
HT2021;Högskolan i Gävle;Socionomexamen;Total;25-34;50
HT2021;Högskolan i Gävle;Socionomexamen;Total;35-;38
HT2021;Högskolan i Gävle;Socionomexamen;Total;Total;120
HT2021;Högskolan i Gävle;Specialistsjuksköterskeexamen;Kvinnor;25-34;20
HT2021;Högskolan i Gävle;Specialistsjuksköterskeexamen;Kvinnor;35-;40
HT2021;Högskolan i Gävle;Specialistsjuksköterskeexamen;Kvinnor;Total;60
HT2021;Högskolan i Gävle;Specialistsjuksköterskeexamen;Män;25-34;4
HT2021;Högskolan i Gävle;Specialistsjuksköterskeexamen;Män;35-;6
HT2021;Högskolan i Gävle;Specialistsjuksköterskeexamen;Män;Total;10
HT2021;Högskolan i Gävle;Specialistsjuksköterskeexamen;Total;25-34;24
HT2021;Högskolan i Gävle;Specialistsjuksköterskeexamen;Total;35-;46
HT2021;Högskolan i Gävle;Specialistsjuksköterskeexamen;Total;Total;70
HT2021;Högskolan i Gävle;Ämneslärarexamen;Kvinnor;-24;31
HT2021;Högskolan i Gävle;Ämneslärarexamen;Kvinnor;25-34;29
HT2021;Högskolan i Gävle;Ämneslärarexamen;Kvinnor;35-;15
HT2021;Högskolan i Gävle;Ämneslärarexamen;Kvinnor;Total;75
HT2021;Högskolan i Gävle;Ämneslärarexamen;Män;-24;14
HT2021;Högskolan i Gävle;Ämneslärarexamen;Män;25-34;23
HT2021;Högskolan i Gävle;Ämneslärarexamen;Män;35-;14
HT2021;Högskolan i Gävle;Ämneslärarexamen;Män;Total;51
HT2021;Högskolan i Gävle;Ämneslärarexamen;Total;-24;45
HT2021;Högskolan i Gävle;Ämneslärarexamen;Total;25-34;52
HT2021;Högskolan i Gävle;Ämneslärarexamen;Total;35-;29
HT2021;Högskolan i Gävle;Ämneslärarexamen;Total;Total;126
HT2021;Högskolan i Halmstad;;Kvinnor;-24;288
HT2021;Högskolan i Halmstad;;Kvinnor;25-34;109
HT2021;Högskolan i Halmstad;;Kvinnor;35-;52
HT2021;Högskolan i Halmstad;;Kvinnor;Total;449
HT2021;Högskolan i Halmstad;;Män;-24;287
HT2021;Högskolan i Halmstad;;Män;25-34;77
HT2021;Högskolan i Halmstad;;Män;35-;18
HT2021;Högskolan i Halmstad;;Män;Total;382
HT2021;Högskolan i Halmstad;;Total;-24;575
HT2021;Högskolan i Halmstad;;Total;25-34;186
HT2021;Högskolan i Halmstad;;Total;35-;70
HT2021;Högskolan i Halmstad;;Total;Total;831
HT2021;Högskolan i Halmstad;Civilekonomexamen;Kvinnor;-24;37
HT2021;Högskolan i Halmstad;Civilekonomexamen;Kvinnor;25-34;2
HT2021;Högskolan i Halmstad;Civilekonomexamen;Kvinnor;Total;39
HT2021;Högskolan i Halmstad;Civilekonomexamen;Män;-24;20
HT2021;Högskolan i Halmstad;Civilekonomexamen;Män;25-34;3
HT2021;Högskolan i Halmstad;Civilekonomexamen;Män;Total;23
HT2021;Högskolan i Halmstad;Civilekonomexamen;Total;-24;57
HT2021;Högskolan i Halmstad;Civilekonomexamen;Total;25-34;5
HT2021;Högskolan i Halmstad;Civilekonomexamen;Total;Total;62
HT2021;Högskolan i Halmstad;Civilingenjörsexamen;Kvinnor;-24;17
HT2021;Högskolan i Halmstad;Civilingenjörsexamen;Kvinnor;25-34;3
HT2021;Högskolan i Halmstad;Civilingenjörsexamen;Kvinnor;Total;20
HT2021;Högskolan i Halmstad;Civilingenjörsexamen;Män;-24;112
HT2021;Högskolan i Halmstad;Civilingenjörsexamen;Män;25-34;14
HT2021;Högskolan i Halmstad;Civilingenjörsexamen;Män;35-;1
HT2021;Högskolan i Halmstad;Civilingenjörsexamen;Män;Total;127
HT2021;Högskolan i Halmstad;Civilingenjörsexamen;Total;-24;129
HT2021;Högskolan i Halmstad;Civilingenjörsexamen;Total;25-34;17
HT2021;Högskolan i Halmstad;Civilingenjörsexamen;Total;35-;1
HT2021;Högskolan i Halmstad;Civilingenjörsexamen;Total;Total;147
HT2021;Högskolan i Halmstad;Förskollärarexamen;Kvinnor;-24;34
HT2021;Högskolan i Halmstad;Förskollärarexamen;Kvinnor;25-34;16
HT2021;Högskolan i Halmstad;Förskollärarexamen;Kvinnor;35-;9
HT2021;Högskolan i Halmstad;Förskollärarexamen;Kvinnor;Total;59
HT2021;Högskolan i Halmstad;Förskollärarexamen;Män;-24;1
HT2021;Högskolan i Halmstad;Förskollärarexamen;Män;25-34;1
HT2021;Högskolan i Halmstad;Förskollärarexamen;Män;35-;1
HT2021;Högskolan i Halmstad;Förskollärarexamen;Män;Total;3
HT2021;Högskolan i Halmstad;Förskollärarexamen;Total;-24;35
HT2021;Högskolan i Halmstad;Förskollärarexamen;Total;25-34;17
HT2021;Högskolan i Halmstad;Förskollärarexamen;Total;35-;10
HT2021;Högskolan i Halmstad;Förskollärarexamen;Total;Total;62
HT2021;Högskolan i Halmstad;Grundlärarexamen;Kvinnor;-24;47
HT2021;Högskolan i Halmstad;Grundlärarexamen;Kvinnor;25-34;23
HT2021;Högskolan i Halmstad;Grundlärarexamen;Kvinnor;35-;7
HT2021;Högskolan i Halmstad;Grundlärarexamen;Kvinnor;Total;77
HT2021;Högskolan i Halmstad;Grundlärarexamen;Män;-24;16
HT2021;Högskolan i Halmstad;Grundlärarexamen;Män;25-34;4
HT2021;Högskolan i Halmstad;Grundlärarexamen;Män;35-;1
HT2021;Högskolan i Halmstad;Grundlärarexamen;Män;Total;21
HT2021;Högskolan i Halmstad;Grundlärarexamen;Total;-24;63
HT2021;Högskolan i Halmstad;Grundlärarexamen;Total;25-34;27
HT2021;Högskolan i Halmstad;Grundlärarexamen;Total;35-;8
HT2021;Högskolan i Halmstad;Grundlärarexamen;Total;Total;98
HT2021;Högskolan i Halmstad;Högskoleingenjörsexamen;Kvinnor;-24;49
HT2021;Högskolan i Halmstad;Högskoleingenjörsexamen;Kvinnor;25-34;14
HT2021;Högskolan i Halmstad;Högskoleingenjörsexamen;Kvinnor;35-;1
HT2021;Högskolan i Halmstad;Högskoleingenjörsexamen;Kvinnor;Total;64
HT2021;Högskolan i Halmstad;Högskoleingenjörsexamen;Män;-24;116
HT2021;Högskolan i Halmstad;Högskoleingenjörsexamen;Män;25-34;44
HT2021;Högskolan i Halmstad;Högskoleingenjörsexamen;Män;35-;3
HT2021;Högskolan i Halmstad;Högskoleingenjörsexamen;Män;Total;163
HT2021;Högskolan i Halmstad;Högskoleingenjörsexamen;Total;-24;165
HT2021;Högskolan i Halmstad;Högskoleingenjörsexamen;Total;25-34;58
HT2021;Högskolan i Halmstad;Högskoleingenjörsexamen;Total;35-;4
HT2021;Högskolan i Halmstad;Högskoleingenjörsexamen;Total;Total;227
HT2021;Högskolan i Halmstad;Sjuksköterskeexamen;Kvinnor;-24;49
HT2021;Högskolan i Halmstad;Sjuksköterskeexamen;Kvinnor;25-34;26
HT2021;Högskolan i Halmstad;Sjuksköterskeexamen;Kvinnor;35-;13
HT2021;Högskolan i Halmstad;Sjuksköterskeexamen;Kvinnor;Total;88
HT2021;Högskolan i Halmstad;Sjuksköterskeexamen;Män;-24;4
HT2021;Högskolan i Halmstad;Sjuksköterskeexamen;Män;25-34;5
HT2021;Högskolan i Halmstad;Sjuksköterskeexamen;Män;35-;5
HT2021;Högskolan i Halmstad;Sjuksköterskeexamen;Män;Total;14
HT2021;Högskolan i Halmstad;Sjuksköterskeexamen;Total;-24;53
HT2021;Högskolan i Halmstad;Sjuksköterskeexamen;Total;25-34;31
HT2021;Högskolan i Halmstad;Sjuksköterskeexamen;Total;35-;18
HT2021;Högskolan i Halmstad;Sjuksköterskeexamen;Total;Total;102
HT2021;Högskolan i Halmstad;Socionomexamen;Kvinnor;-24;38
HT2021;Högskolan i Halmstad;Socionomexamen;Kvinnor;25-34;12
HT2021;Högskolan i Halmstad;Socionomexamen;Kvinnor;35-;5
HT2021;Högskolan i Halmstad;Socionomexamen;Kvinnor;Total;55
HT2021;Högskolan i Halmstad;Socionomexamen;Män;-24;5
HT2021;Högskolan i Halmstad;Socionomexamen;Män;25-34;1
HT2021;Högskolan i Halmstad;Socionomexamen;Män;Total;6
HT2021;Högskolan i Halmstad;Socionomexamen;Total;-24;43
HT2021;Högskolan i Halmstad;Socionomexamen;Total;25-34;13
HT2021;Högskolan i Halmstad;Socionomexamen;Total;35-;5
HT2021;Högskolan i Halmstad;Socionomexamen;Total;Total;61
HT2021;Högskolan i Halmstad;Specialistsjuksköterskeexamen;Kvinnor;25-34;9
HT2021;Högskolan i Halmstad;Specialistsjuksköterskeexamen;Kvinnor;35-;11
HT2021;Högskolan i Halmstad;Specialistsjuksköterskeexamen;Kvinnor;Total;20
HT2021;Högskolan i Halmstad;Specialistsjuksköterskeexamen;Män;35-;1
HT2021;Högskolan i Halmstad;Specialistsjuksköterskeexamen;Män;Total;1
HT2021;Högskolan i Halmstad;Specialistsjuksköterskeexamen;Total;25-34;9
HT2021;Högskolan i Halmstad;Specialistsjuksköterskeexamen;Total;35-;12
HT2021;Högskolan i Halmstad;Specialistsjuksköterskeexamen;Total;Total;21
HT2021;Högskolan i Halmstad;Ämneslärarexamen;Kvinnor;-24;18
HT2021;Högskolan i Halmstad;Ämneslärarexamen;Kvinnor;25-34;4
HT2021;Högskolan i Halmstad;Ämneslärarexamen;Kvinnor;35-;6
HT2021;Högskolan i Halmstad;Ämneslärarexamen;Kvinnor;Total;28
HT2021;Högskolan i Halmstad;Ämneslärarexamen;Män;-24;13
HT2021;Högskolan i Halmstad;Ämneslärarexamen;Män;25-34;5
HT2021;Högskolan i Halmstad;Ämneslärarexamen;Män;35-;6
HT2021;Högskolan i Halmstad;Ämneslärarexamen;Män;Total;24
HT2021;Högskolan i Halmstad;Ämneslärarexamen;Total;-24;31
HT2021;Högskolan i Halmstad;Ämneslärarexamen;Total;25-34;9
HT2021;Högskolan i Halmstad;Ämneslärarexamen;Total;35-;12
HT2021;Högskolan i Halmstad;Ämneslärarexamen;Total;Total;52
HT2021;Högskolan i Skövde;;Kvinnor;-24;58
HT2021;Högskolan i Skövde;;Kvinnor;25-34;70
HT2021;Högskolan i Skövde;;Kvinnor;35-;94
HT2021;Högskolan i Skövde;;Kvinnor;Total;222
HT2021;Högskolan i Skövde;;Män;-24;29
HT2021;Högskolan i Skövde;;Män;25-34;19
HT2021;Högskolan i Skövde;;Män;35-;5
HT2021;Högskolan i Skövde;;Män;Total;53
HT2021;Högskolan i Skövde;;Total;-24;87
HT2021;Högskolan i Skövde;;Total;25-34;89
HT2021;Högskolan i Skövde;;Total;35-;99
HT2021;Högskolan i Skövde;;Total;Total;275
HT2021;Högskolan i Skövde;Högskoleingenjörsexamen;Kvinnor;-24;13
HT2021;Högskolan i Skövde;Högskoleingenjörsexamen;Kvinnor;25-34;3
HT2021;Högskolan i Skövde;Högskoleingenjörsexamen;Kvinnor;Total;16
HT2021;Högskolan i Skövde;Högskoleingenjörsexamen;Män;-24;19
HT2021;Högskolan i Skövde;Högskoleingenjörsexamen;Män;25-34;8
HT2021;Högskolan i Skövde;Högskoleingenjörsexamen;Män;35-;1
HT2021;Högskolan i Skövde;Högskoleingenjörsexamen;Män;Total;28
HT2021;Högskolan i Skövde;Högskoleingenjörsexamen;Total;-24;32
HT2021;Högskolan i Skövde;Högskoleingenjörsexamen;Total;25-34;11
HT2021;Högskolan i Skövde;Högskoleingenjörsexamen;Total;35-;1
HT2021;Högskolan i Skövde;Högskoleingenjörsexamen;Total;Total;44
HT2021;Högskolan i Skövde;Sjuksköterskeexamen;Kvinnor;-24;45
HT2021;Högskolan i Skövde;Sjuksköterskeexamen;Kvinnor;25-34;21
HT2021;Högskolan i Skövde;Sjuksköterskeexamen;Kvinnor;35-;17
HT2021;Högskolan i Skövde;Sjuksköterskeexamen;Kvinnor;Total;83
HT2021;Högskolan i Skövde;Sjuksköterskeexamen;Män;-24;10
HT2021;Högskolan i Skövde;Sjuksköterskeexamen;Män;25-34;8
HT2021;Högskolan i Skövde;Sjuksköterskeexamen;Män;35-;4
HT2021;Högskolan i Skövde;Sjuksköterskeexamen;Män;Total;22
HT2021;Högskolan i Skövde;Sjuksköterskeexamen;Total;-24;55
HT2021;Högskolan i Skövde;Sjuksköterskeexamen;Total;25-34;29
HT2021;Högskolan i Skövde;Sjuksköterskeexamen;Total;35-;21
HT2021;Högskolan i Skövde;Sjuksköterskeexamen;Total;Total;105
HT2021;Högskolan i Skövde;Specialistsjuksköterskeexamen;Kvinnor;25-34;46
HT2021;Högskolan i Skövde;Specialistsjuksköterskeexamen;Kvinnor;35-;77
HT2021;Högskolan i Skövde;Specialistsjuksköterskeexamen;Kvinnor;Total;123
HT2021;Högskolan i Skövde;Specialistsjuksköterskeexamen;Män;25-34;3
HT2021;Högskolan i Skövde;Specialistsjuksköterskeexamen;Män;Total;3
HT2021;Högskolan i Skövde;Specialistsjuksköterskeexamen;Total;25-34;49
HT2021;Högskolan i Skövde;Specialistsjuksköterskeexamen;Total;35-;77
HT2021;Högskolan i Skövde;Specialistsjuksköterskeexamen;Total;Total;126
HT2021;Högskolan Kristianstad;;Kvinnor;-24;252
HT2021;Högskolan Kristianstad;;Kvinnor;25-34;190
HT2021;Högskolan Kristianstad;;Kvinnor;35-;165
HT2021;Högskolan Kristianstad;;Kvinnor;Total;607
HT2021;Högskolan Kristianstad;;Män;-24;44
HT2021;Högskolan Kristianstad;;Män;25-34;56
HT2021;Högskolan Kristianstad;;Män;35-;42
HT2021;Högskolan Kristianstad;;Män;Total;142
HT2021;Högskolan Kristianstad;;Total;-24;296
HT2021;Högskolan Kristianstad;;Total;25-34;246
HT2021;Högskolan Kristianstad;;Total;35-;207
HT2021;Högskolan Kristianstad;;Total;Total;749
HT2021;Högskolan Kristianstad;Biomedicinsk analytikerexamen;Kvinnor;-24;23
HT2021;Högskolan Kristianstad;Biomedicinsk analytikerexamen;Kvinnor;25-34;13
HT2021;Högskolan Kristianstad;Biomedicinsk analytikerexamen;Kvinnor;35-;4
HT2021;Högskolan Kristianstad;Biomedicinsk analytikerexamen;Kvinnor;Total;40
HT2021;Högskolan Kristianstad;Biomedicinsk analytikerexamen;Män;25-34;2
HT2021;Högskolan Kristianstad;Biomedicinsk analytikerexamen;Män;35-;1
HT2021;Högskolan Kristianstad;Biomedicinsk analytikerexamen;Män;Total;3
HT2021;Högskolan Kristianstad;Biomedicinsk analytikerexamen;Total;-24;23
HT2021;Högskolan Kristianstad;Biomedicinsk analytikerexamen;Total;25-34;15
HT2021;Högskolan Kristianstad;Biomedicinsk analytikerexamen;Total;35-;5
HT2021;Högskolan Kristianstad;Biomedicinsk analytikerexamen;Total;Total;43
HT2021;Högskolan Kristianstad;Förskollärarexamen;Kvinnor;-24;61
HT2021;Högskolan Kristianstad;Förskollärarexamen;Kvinnor;25-34;71
HT2021;Högskolan Kristianstad;Förskollärarexamen;Kvinnor;35-;9
HT2021;Högskolan Kristianstad;Förskollärarexamen;Kvinnor;Total;141
HT2021;Högskolan Kristianstad;Förskollärarexamen;Män;-24;2
HT2021;Högskolan Kristianstad;Förskollärarexamen;Män;25-34;6
HT2021;Högskolan Kristianstad;Förskollärarexamen;Män;Total;8
HT2021;Högskolan Kristianstad;Förskollärarexamen;Total;-24;63
HT2021;Högskolan Kristianstad;Förskollärarexamen;Total;25-34;77
HT2021;Högskolan Kristianstad;Förskollärarexamen;Total;35-;9
HT2021;Högskolan Kristianstad;Förskollärarexamen;Total;Total;149
HT2021;Högskolan Kristianstad;Grundlärarexamen;Kvinnor;-24;65
HT2021;Högskolan Kristianstad;Grundlärarexamen;Kvinnor;25-34;37
HT2021;Högskolan Kristianstad;Grundlärarexamen;Kvinnor;35-;22
HT2021;Högskolan Kristianstad;Grundlärarexamen;Kvinnor;Total;124
HT2021;Högskolan Kristianstad;Grundlärarexamen;Män;-24;20
HT2021;Högskolan Kristianstad;Grundlärarexamen;Män;25-34;16
HT2021;Högskolan Kristianstad;Grundlärarexamen;Män;35-;4
HT2021;Högskolan Kristianstad;Grundlärarexamen;Män;Total;40
HT2021;Högskolan Kristianstad;Grundlärarexamen;Total;-24;85
HT2021;Högskolan Kristianstad;Grundlärarexamen;Total;25-34;53
HT2021;Högskolan Kristianstad;Grundlärarexamen;Total;35-;26
HT2021;Högskolan Kristianstad;Grundlärarexamen;Total;Total;164
HT2021;Högskolan Kristianstad;Högskoleingenjörsexamen;Kvinnor;-24;2
HT2021;Högskolan Kristianstad;Högskoleingenjörsexamen;Kvinnor;Total;2
HT2021;Högskolan Kristianstad;Högskoleingenjörsexamen;Män;-24;9
HT2021;Högskolan Kristianstad;Högskoleingenjörsexamen;Män;25-34;4
HT2021;Högskolan Kristianstad;Högskoleingenjörsexamen;Män;35-;2
HT2021;Högskolan Kristianstad;Högskoleingenjörsexamen;Män;Total;15
HT2021;Högskolan Kristianstad;Högskoleingenjörsexamen;Total;-24;11
HT2021;Högskolan Kristianstad;Högskoleingenjörsexamen;Total;25-34;4
HT2021;Högskolan Kristianstad;Högskoleingenjörsexamen;Total;35-;2
HT2021;Högskolan Kristianstad;Högskoleingenjörsexamen;Total;Total;17
HT2021;Högskolan Kristianstad;Sjuksköterskeexamen;Kvinnor;-24;56
HT2021;Högskolan Kristianstad;Sjuksköterskeexamen;Kvinnor;25-34;29
HT2021;Högskolan Kristianstad;Sjuksköterskeexamen;Kvinnor;35-;14
HT2021;Högskolan Kristianstad;Sjuksköterskeexamen;Kvinnor;Total;99
HT2021;Högskolan Kristianstad;Sjuksköterskeexamen;Män;-24;3
HT2021;Högskolan Kristianstad;Sjuksköterskeexamen;Män;25-34;9
HT2021;Högskolan Kristianstad;Sjuksköterskeexamen;Män;35-;3
HT2021;Högskolan Kristianstad;Sjuksköterskeexamen;Män;Total;15
HT2021;Högskolan Kristianstad;Sjuksköterskeexamen;Total;-24;59
HT2021;Högskolan Kristianstad;Sjuksköterskeexamen;Total;25-34;38
HT2021;Högskolan Kristianstad;Sjuksköterskeexamen;Total;35-;17
HT2021;Högskolan Kristianstad;Sjuksköterskeexamen;Total;Total;114
HT2021;Högskolan Kristianstad;Speciallärarexamen;Kvinnor;25-34;2
HT2021;Högskolan Kristianstad;Speciallärarexamen;Kvinnor;35-;19
HT2021;Högskolan Kristianstad;Speciallärarexamen;Kvinnor;Total;21
HT2021;Högskolan Kristianstad;Speciallärarexamen;Män;35-;5
HT2021;Högskolan Kristianstad;Speciallärarexamen;Män;Total;5
HT2021;Högskolan Kristianstad;Speciallärarexamen;Total;25-34;2
HT2021;Högskolan Kristianstad;Speciallärarexamen;Total;35-;24
HT2021;Högskolan Kristianstad;Speciallärarexamen;Total;Total;26
HT2021;Högskolan Kristianstad;Specialpedagogexamen;Kvinnor;25-34;15
HT2021;Högskolan Kristianstad;Specialpedagogexamen;Kvinnor;35-;55
HT2021;Högskolan Kristianstad;Specialpedagogexamen;Kvinnor;Total;70
HT2021;Högskolan Kristianstad;Specialpedagogexamen;Män;25-34;1
HT2021;Högskolan Kristianstad;Specialpedagogexamen;Män;35-;3
HT2021;Högskolan Kristianstad;Specialpedagogexamen;Män;Total;4
HT2021;Högskolan Kristianstad;Specialpedagogexamen;Total;25-34;16
HT2021;Högskolan Kristianstad;Specialpedagogexamen;Total;35-;58
HT2021;Högskolan Kristianstad;Specialpedagogexamen;Total;Total;74
HT2021;Högskolan Kristianstad;Tandhygienistexamen;Kvinnor;-24;20
HT2021;Högskolan Kristianstad;Tandhygienistexamen;Kvinnor;25-34;4
HT2021;Högskolan Kristianstad;Tandhygienistexamen;Kvinnor;35-;7
HT2021;Högskolan Kristianstad;Tandhygienistexamen;Kvinnor;Total;31
HT2021;Högskolan Kristianstad;Tandhygienistexamen;Män;-24;3
HT2021;Högskolan Kristianstad;Tandhygienistexamen;Män;25-34;3
HT2021;Högskolan Kristianstad;Tandhygienistexamen;Män;35-;1
HT2021;Högskolan Kristianstad;Tandhygienistexamen;Män;Total;7
HT2021;Högskolan Kristianstad;Tandhygienistexamen;Total;-24;23
HT2021;Högskolan Kristianstad;Tandhygienistexamen;Total;25-34;7
HT2021;Högskolan Kristianstad;Tandhygienistexamen;Total;35-;8
HT2021;Högskolan Kristianstad;Tandhygienistexamen;Total;Total;38
HT2021;Högskolan Kristianstad;Yrkeslärarexamen;Kvinnor;25-34;14
HT2021;Högskolan Kristianstad;Yrkeslärarexamen;Kvinnor;35-;28
HT2021;Högskolan Kristianstad;Yrkeslärarexamen;Kvinnor;Total;42
HT2021;Högskolan Kristianstad;Yrkeslärarexamen;Män;25-34;6
HT2021;Högskolan Kristianstad;Yrkeslärarexamen;Män;35-;18
HT2021;Högskolan Kristianstad;Yrkeslärarexamen;Män;Total;24
HT2021;Högskolan Kristianstad;Yrkeslärarexamen;Total;25-34;20
HT2021;Högskolan Kristianstad;Yrkeslärarexamen;Total;35-;46
HT2021;Högskolan Kristianstad;Yrkeslärarexamen;Total;Total;66
HT2021;Högskolan Kristianstad;Ämneslärarexamen;Kvinnor;-24;25
HT2021;Högskolan Kristianstad;Ämneslärarexamen;Kvinnor;25-34;6
HT2021;Högskolan Kristianstad;Ämneslärarexamen;Kvinnor;35-;9
HT2021;Högskolan Kristianstad;Ämneslärarexamen;Kvinnor;Total;40
HT2021;Högskolan Kristianstad;Ämneslärarexamen;Män;-24;7
HT2021;Högskolan Kristianstad;Ämneslärarexamen;Män;25-34;10
HT2021;Högskolan Kristianstad;Ämneslärarexamen;Män;35-;5
HT2021;Högskolan Kristianstad;Ämneslärarexamen;Män;Total;22
HT2021;Högskolan Kristianstad;Ämneslärarexamen;Total;-24;32
HT2021;Högskolan Kristianstad;Ämneslärarexamen;Total;25-34;16
HT2021;Högskolan Kristianstad;Ämneslärarexamen;Total;35-;14
HT2021;Högskolan Kristianstad;Ämneslärarexamen;Total;Total;62
HT2021;Högskolan Väst;;Kvinnor;-24;214
HT2021;Högskolan Väst;;Kvinnor;25-34;222
