Termin;Lärosäte;Program;Kön;Åldersgrupp;Antal
HT1998;;;Kvinnor;-24;9732
HT1998;;;Kvinnor;25-34;3990
HT1998;;;Kvinnor;35-;2343
HT1998;;;Kvinnor;Total;16065
HT1998;;;Män;-24;10884
HT1998;;;Män;25-34;3331
HT1998;;;Män;35-;975
HT1998;;;Män;Total;15190
HT1998;;;Total;-24;20616
HT1998;;;Total;25-34;7321
HT1998;;;Total;35-;3318
HT1998;;;Total;Total;31255
HT1998;;Agronomexamen;Kvinnor;-24;145
HT1998;;Agronomexamen;Kvinnor;25-34;27
HT1998;;Agronomexamen;Kvinnor;35-;2
HT1998;;Agronomexamen;Kvinnor;Total;174
HT1998;;Agronomexamen;Män;-24;39
HT1998;;Agronomexamen;Män;25-34;8
HT1998;;Agronomexamen;Män;Total;47
HT1998;;Agronomexamen;Total;-24;184
HT1998;;Agronomexamen;Total;25-34;35
HT1998;;Agronomexamen;Total;35-;2
HT1998;;Agronomexamen;Total;Total;221
HT1998;;Apotekarexamen;Kvinnor;-24;54
HT1998;;Apotekarexamen;Kvinnor;25-34;12
HT1998;;Apotekarexamen;Kvinnor;35-;2
HT1998;;Apotekarexamen;Kvinnor;Total;68
HT1998;;Apotekarexamen;Män;-24;27
HT1998;;Apotekarexamen;Män;25-34;3
HT1998;;Apotekarexamen;Män;35-;3
HT1998;;Apotekarexamen;Män;Total;33
HT1998;;Apotekarexamen;Total;-24;81
HT1998;;Apotekarexamen;Total;25-34;15
HT1998;;Apotekarexamen;Total;35-;5
HT1998;;Apotekarexamen;Total;Total;101
HT1998;;Arbetsterapeutexamen;Kvinnor;-24;114
HT1998;;Arbetsterapeutexamen;Kvinnor;25-34;75
HT1998;;Arbetsterapeutexamen;Kvinnor;35-;47
HT1998;;Arbetsterapeutexamen;Kvinnor;Total;236
HT1998;;Arbetsterapeutexamen;Män;-24;9
HT1998;;Arbetsterapeutexamen;Män;25-34;8
HT1998;;Arbetsterapeutexamen;Män;35-;3
HT1998;;Arbetsterapeutexamen;Män;Total;20
HT1998;;Arbetsterapeutexamen;Total;-24;123
HT1998;;Arbetsterapeutexamen;Total;25-34;83
HT1998;;Arbetsterapeutexamen;Total;35-;50
HT1998;;Arbetsterapeutexamen;Total;Total;256
HT1998;;Arkitektexamen;Kvinnor;-24;112
HT1998;;Arkitektexamen;Kvinnor;25-34;29
HT1998;;Arkitektexamen;Kvinnor;35-;7
HT1998;;Arkitektexamen;Kvinnor;Total;148
HT1998;;Arkitektexamen;Män;-24;83
HT1998;;Arkitektexamen;Män;25-34;29
HT1998;;Arkitektexamen;Män;35-;4
HT1998;;Arkitektexamen;Män;Total;116
HT1998;;Arkitektexamen;Total;-24;195
HT1998;;Arkitektexamen;Total;25-34;58
HT1998;;Arkitektexamen;Total;35-;11
HT1998;;Arkitektexamen;Total;Total;264
HT1998;;Barn- och ungdomspedagogisk examen;Kvinnor;-24;978
HT1998;;Barn- och ungdomspedagogisk examen;Kvinnor;25-34;338
HT1998;;Barn- och ungdomspedagogisk examen;Kvinnor;35-;165
HT1998;;Barn- och ungdomspedagogisk examen;Kvinnor;Total;1481
HT1998;;Barn- och ungdomspedagogisk examen;Män;-24;182
HT1998;;Barn- och ungdomspedagogisk examen;Män;25-34;81
HT1998;;Barn- och ungdomspedagogisk examen;Män;35-;14
HT1998;;Barn- och ungdomspedagogisk examen;Män;Total;277
HT1998;;Barn- och ungdomspedagogisk examen;Total;-24;1160
HT1998;;Barn- och ungdomspedagogisk examen;Total;25-34;419
HT1998;;Barn- och ungdomspedagogisk examen;Total;35-;179
HT1998;;Barn- och ungdomspedagogisk examen;Total;Total;1758
HT1998;;Barnmorskeexamen;Kvinnor;-24;6
HT1998;;Barnmorskeexamen;Kvinnor;25-34;60
HT1998;;Barnmorskeexamen;Kvinnor;35-;21
HT1998;;Barnmorskeexamen;Kvinnor;Total;87
HT1998;;Barnmorskeexamen;Total;-24;6
HT1998;;Barnmorskeexamen;Total;25-34;60
HT1998;;Barnmorskeexamen;Total;35-;21
HT1998;;Barnmorskeexamen;Total;Total;87
HT1998;;Bildlärarexamen;Kvinnor;-24;19
HT1998;;Bildlärarexamen;Kvinnor;25-34;22
HT1998;;Bildlärarexamen;Kvinnor;35-;8
HT1998;;Bildlärarexamen;Kvinnor;Total;49
HT1998;;Bildlärarexamen;Män;-24;7
HT1998;;Bildlärarexamen;Män;25-34;8
HT1998;;Bildlärarexamen;Män;35-;1
HT1998;;Bildlärarexamen;Män;Total;16
HT1998;;Bildlärarexamen;Total;-24;26
HT1998;;Bildlärarexamen;Total;25-34;30
HT1998;;Bildlärarexamen;Total;35-;9
HT1998;;Bildlärarexamen;Total;Total;65
HT1998;;Brandingenjörsexamen;Kvinnor;-24;9
HT1998;;Brandingenjörsexamen;Kvinnor;25-34;1
HT1998;;Brandingenjörsexamen;Kvinnor;Total;10
HT1998;;Brandingenjörsexamen;Män;-24;17
HT1998;;Brandingenjörsexamen;Män;25-34;8
HT1998;;Brandingenjörsexamen;Män;Total;25
HT1998;;Brandingenjörsexamen;Total;-24;26
HT1998;;Brandingenjörsexamen;Total;25-34;9
HT1998;;Brandingenjörsexamen;Total;Total;35
HT1998;;Civilingenjörsexamen;Kvinnor;-24;1685
HT1998;;Civilingenjörsexamen;Kvinnor;25-34;156
HT1998;;Civilingenjörsexamen;Kvinnor;35-;25
HT1998;;Civilingenjörsexamen;Kvinnor;Total;1866
HT1998;;Civilingenjörsexamen;Män;-24;4278
HT1998;;Civilingenjörsexamen;Män;25-34;517
HT1998;;Civilingenjörsexamen;Män;35-;59
HT1998;;Civilingenjörsexamen;Män;Total;4854
HT1998;;Civilingenjörsexamen;Total;-24;5963
HT1998;;Civilingenjörsexamen;Total;25-34;673
HT1998;;Civilingenjörsexamen;Total;35-;84
HT1998;;Civilingenjörsexamen;Total;Total;6720
HT1998;;Folkhögskollärarexamen;Kvinnor;-24;2
HT1998;;Folkhögskollärarexamen;Kvinnor;25-34;17
HT1998;;Folkhögskollärarexamen;Kvinnor;35-;36
HT1998;;Folkhögskollärarexamen;Kvinnor;Total;55
HT1998;;Folkhögskollärarexamen;Män;25-34;4
HT1998;;Folkhögskollärarexamen;Män;35-;20
HT1998;;Folkhögskollärarexamen;Män;Total;24
HT1998;;Folkhögskollärarexamen;Total;-24;2
HT1998;;Folkhögskollärarexamen;Total;25-34;21
HT1998;;Folkhögskollärarexamen;Total;35-;56
HT1998;;Folkhögskollärarexamen;Total;Total;79
HT1998;;Fysioterapeutexamen;Kvinnor;-24;149
HT1998;;Fysioterapeutexamen;Kvinnor;25-34;44
HT1998;;Fysioterapeutexamen;Kvinnor;35-;14
HT1998;;Fysioterapeutexamen;Kvinnor;Total;207
HT1998;;Fysioterapeutexamen;Män;-24;38
HT1998;;Fysioterapeutexamen;Män;25-34;44
HT1998;;Fysioterapeutexamen;Män;35-;8
HT1998;;Fysioterapeutexamen;Män;Total;90
HT1998;;Fysioterapeutexamen;Total;-24;187
HT1998;;Fysioterapeutexamen;Total;25-34;88
HT1998;;Fysioterapeutexamen;Total;35-;22
HT1998;;Fysioterapeutexamen;Total;Total;297
HT1998;;Grundskollärarexamen 1-7;Kvinnor;-24;948
HT1998;;Grundskollärarexamen 1-7;Kvinnor;25-34;393
HT1998;;Grundskollärarexamen 1-7;Kvinnor;35-;178
HT1998;;Grundskollärarexamen 1-7;Kvinnor;Total;1519
HT1998;;Grundskollärarexamen 1-7;Män;-24;216
HT1998;;Grundskollärarexamen 1-7;Män;25-34;87
HT1998;;Grundskollärarexamen 1-7;Män;35-;30
HT1998;;Grundskollärarexamen 1-7;Män;Total;333
HT1998;;Grundskollärarexamen 1-7;Total;-24;1164
HT1998;;Grundskollärarexamen 1-7;Total;25-34;480
HT1998;;Grundskollärarexamen 1-7;Total;35-;208
HT1998;;Grundskollärarexamen 1-7;Total;Total;1852
HT1998;;Grundskollärarexamen 4-9;Kvinnor;-24;977
HT1998;;Grundskollärarexamen 4-9;Kvinnor;25-34;508
HT1998;;Grundskollärarexamen 4-9;Kvinnor;35-;313
HT1998;;Grundskollärarexamen 4-9;Kvinnor;Total;1798
HT1998;;Grundskollärarexamen 4-9;Män;-24;365
HT1998;;Grundskollärarexamen 4-9;Män;25-34;231
HT1998;;Grundskollärarexamen 4-9;Män;35-;103
HT1998;;Grundskollärarexamen 4-9;Män;Total;699
HT1998;;Grundskollärarexamen 4-9;Total;-24;1342
HT1998;;Grundskollärarexamen 4-9;Total;25-34;739
HT1998;;Grundskollärarexamen 4-9;Total;35-;416
HT1998;;Grundskollärarexamen 4-9;Total;Total;2497
HT1998;;Gymnasielärarexamen;Kvinnor;-24;531
HT1998;;Gymnasielärarexamen;Kvinnor;25-34;383
HT1998;;Gymnasielärarexamen;Kvinnor;35-;237
HT1998;;Gymnasielärarexamen;Kvinnor;Total;1151
HT1998;;Gymnasielärarexamen;Män;-24;267
HT1998;;Gymnasielärarexamen;Män;25-34;314
HT1998;;Gymnasielärarexamen;Män;35-;129
HT1998;;Gymnasielärarexamen;Män;Total;710
HT1998;;Gymnasielärarexamen;Total;-24;798
HT1998;;Gymnasielärarexamen;Total;25-34;697
HT1998;;Gymnasielärarexamen;Total;35-;366
HT1998;;Gymnasielärarexamen;Total;Total;1861
HT1998;;Hortonomexamen;Kvinnor;-24;25
HT1998;;Hortonomexamen;Kvinnor;25-34;5
HT1998;;Hortonomexamen;Kvinnor;35-;2
HT1998;;Hortonomexamen;Kvinnor;Total;32
HT1998;;Hortonomexamen;Män;-24;4
HT1998;;Hortonomexamen;Män;35-;1
HT1998;;Hortonomexamen;Män;Total;5
HT1998;;Hortonomexamen;Total;-24;29
HT1998;;Hortonomexamen;Total;25-34;5
HT1998;;Hortonomexamen;Total;35-;3
HT1998;;Hortonomexamen;Total;Total;37
HT1998;;Högskoleingenjörsexamen;Kvinnor;-24;1331
HT1998;;Högskoleingenjörsexamen;Kvinnor;25-34;579
HT1998;;Högskoleingenjörsexamen;Kvinnor;35-;258
HT1998;;Högskoleingenjörsexamen;Kvinnor;Total;2168
HT1998;;Högskoleingenjörsexamen;Män;-24;4265
HT1998;;Högskoleingenjörsexamen;Män;25-34;1391
HT1998;;Högskoleingenjörsexamen;Män;35-;374
HT1998;;Högskoleingenjörsexamen;Män;Total;6030
HT1998;;Högskoleingenjörsexamen;Total;-24;5596
HT1998;;Högskoleingenjörsexamen;Total;25-34;1970
HT1998;;Högskoleingenjörsexamen;Total;35-;632
HT1998;;Högskoleingenjörsexamen;Total;Total;8198
HT1998;;Idrottslärarexamen;Kvinnor;-24;37
HT1998;;Idrottslärarexamen;Kvinnor;25-34;9
HT1998;;Idrottslärarexamen;Kvinnor;Total;46
HT1998;;Idrottslärarexamen;Män;-24;37
HT1998;;Idrottslärarexamen;Män;25-34;26
HT1998;;Idrottslärarexamen;Män;Total;63
HT1998;;Idrottslärarexamen;Total;-24;74
HT1998;;Idrottslärarexamen;Total;25-34;35
HT1998;;Idrottslärarexamen;Total;Total;109
HT1998;;Juristexamen;Kvinnor;-24;475
HT1998;;Juristexamen;Kvinnor;25-34;106
HT1998;;Juristexamen;Kvinnor;35-;21
HT1998;;Juristexamen;Kvinnor;Total;602
HT1998;;Juristexamen;Män;-24;339
HT1998;;Juristexamen;Män;25-34;96
HT1998;;Juristexamen;Män;35-;25
HT1998;;Juristexamen;Män;Total;460
HT1998;;Juristexamen;Total;-24;814
HT1998;;Juristexamen;Total;25-34;202
HT1998;;Juristexamen;Total;35-;46
HT1998;;Juristexamen;Total;Total;1062
HT1998;;Konstnärlig högskoleexamen konst och design;Kvinnor;-24;4
HT1998;;Konstnärlig högskoleexamen konst och design;Kvinnor;25-34;4
HT1998;;Konstnärlig högskoleexamen konst och design;Kvinnor;35-;1
HT1998;;Konstnärlig högskoleexamen konst och design;Kvinnor;Total;9
HT1998;;Konstnärlig högskoleexamen konst och design;Män;-24;8
HT1998;;Konstnärlig högskoleexamen konst och design;Män;Total;8
HT1998;;Konstnärlig högskoleexamen konst och design;Total;-24;12
HT1998;;Konstnärlig högskoleexamen konst och design;Total;25-34;4
HT1998;;Konstnärlig högskoleexamen konst och design;Total;35-;1
HT1998;;Konstnärlig högskoleexamen konst och design;Total;Total;17
HT1998;;Landskapsarkitektexamen;Kvinnor;-24;50
HT1998;;Landskapsarkitektexamen;Kvinnor;25-34;10
HT1998;;Landskapsarkitektexamen;Kvinnor;35-;3
HT1998;;Landskapsarkitektexamen;Kvinnor;Total;63
HT1998;;Landskapsarkitektexamen;Män;-24;8
HT1998;;Landskapsarkitektexamen;Män;25-34;4
HT1998;;Landskapsarkitektexamen;Män;35-;1
HT1998;;Landskapsarkitektexamen;Män;Total;13
HT1998;;Landskapsarkitektexamen;Total;-24;58
HT1998;;Landskapsarkitektexamen;Total;25-34;14
HT1998;;Landskapsarkitektexamen;Total;35-;4
HT1998;;Landskapsarkitektexamen;Total;Total;76
HT1998;;Landskapsingenjörsexamen;Kvinnor;-24;4
HT1998;;Landskapsingenjörsexamen;Kvinnor;25-34;8
HT1998;;Landskapsingenjörsexamen;Kvinnor;35-;7
HT1998;;Landskapsingenjörsexamen;Kvinnor;Total;19
HT1998;;Landskapsingenjörsexamen;Män;-24;11
HT1998;;Landskapsingenjörsexamen;Män;25-34;9
HT1998;;Landskapsingenjörsexamen;Män;35-;6
HT1998;;Landskapsingenjörsexamen;Män;Total;26
HT1998;;Landskapsingenjörsexamen;Total;-24;15
HT1998;;Landskapsingenjörsexamen;Total;25-34;17
HT1998;;Landskapsingenjörsexamen;Total;35-;13
HT1998;;Landskapsingenjörsexamen;Total;Total;45
HT1998;;Lantmästarexamen;Kvinnor;-24;11
HT1998;;Lantmästarexamen;Kvinnor;25-34;6
HT1998;;Lantmästarexamen;Kvinnor;35-;4
HT1998;;Lantmästarexamen;Kvinnor;Total;21
HT1998;;Lantmästarexamen;Män;-24;30
HT1998;;Lantmästarexamen;Män;25-34;41
HT1998;;Lantmästarexamen;Män;35-;3
HT1998;;Lantmästarexamen;Män;Total;74
HT1998;;Lantmästarexamen;Total;-24;41
HT1998;;Lantmästarexamen;Total;25-34;47
HT1998;;Lantmästarexamen;Total;35-;7
HT1998;;Lantmästarexamen;Total;Total;95
HT1998;;Logopedexamen;Kvinnor;-24;24
HT1998;;Logopedexamen;Kvinnor;25-34;11
HT1998;;Logopedexamen;Kvinnor;35-;6
HT1998;;Logopedexamen;Kvinnor;Total;41
HT1998;;Logopedexamen;Män;-24;3
HT1998;;Logopedexamen;Män;25-34;1
HT1998;;Logopedexamen;Män;35-;1
HT1998;;Logopedexamen;Män;Total;5
HT1998;;Logopedexamen;Total;-24;27
HT1998;;Logopedexamen;Total;25-34;12
HT1998;;Logopedexamen;Total;35-;7
HT1998;;Logopedexamen;Total;Total;46
HT1998;;Läkarexamen;Kvinnor;-24;181
HT1998;;Läkarexamen;Kvinnor;25-34;27
HT1998;;Läkarexamen;Kvinnor;35-;9
HT1998;;Läkarexamen;Kvinnor;Total;217
HT1998;;Läkarexamen;Män;-24;133
HT1998;;Läkarexamen;Män;25-34;54
HT1998;;Läkarexamen;Män;35-;17
HT1998;;Läkarexamen;Män;Total;204
HT1998;;Läkarexamen;Total;-24;314
HT1998;;Läkarexamen;Total;25-34;81
HT1998;;Läkarexamen;Total;35-;26
HT1998;;Läkarexamen;Total;Total;421
HT1998;;Optikerexamen;Kvinnor;-24;25
HT1998;;Optikerexamen;Kvinnor;25-34;8
HT1998;;Optikerexamen;Kvinnor;35-;1
HT1998;;Optikerexamen;Kvinnor;Total;34
HT1998;;Optikerexamen;Män;-24;9
HT1998;;Optikerexamen;Män;25-34;1
HT1998;;Optikerexamen;Män;Total;10
HT1998;;Optikerexamen;Total;-24;34
HT1998;;Optikerexamen;Total;25-34;9
HT1998;;Optikerexamen;Total;35-;1
HT1998;;Optikerexamen;Total;Total;44
HT1998;;Psykologexamen;Kvinnor;-24;69
HT1998;;Psykologexamen;Kvinnor;25-34;42
HT1998;;Psykologexamen;Kvinnor;35-;20
HT1998;;Psykologexamen;Kvinnor;Total;131
HT1998;;Psykologexamen;Män;-24;27
HT1998;;Psykologexamen;Män;25-34;36
HT1998;;Psykologexamen;Män;35-;9
HT1998;;Psykologexamen;Män;Total;72
HT1998;;Psykologexamen;Total;-24;96
HT1998;;Psykologexamen;Total;25-34;78
HT1998;;Psykologexamen;Total;35-;29
HT1998;;Psykologexamen;Total;Total;203
HT1998;;Receptarieexamen;Kvinnor;-24;42
HT1998;;Receptarieexamen;Kvinnor;25-34;17
HT1998;;Receptarieexamen;Kvinnor;35-;13
HT1998;;Receptarieexamen;Kvinnor;Total;72
HT1998;;Receptarieexamen;Män;-24;3
HT1998;;Receptarieexamen;Män;25-34;2
HT1998;;Receptarieexamen;Män;35-;1
HT1998;;Receptarieexamen;Män;Total;6
HT1998;;Receptarieexamen;Total;-24;45
HT1998;;Receptarieexamen;Total;25-34;19
HT1998;;Receptarieexamen;Total;35-;14
HT1998;;Receptarieexamen;Total;Total;78
HT1998;;Sjuksköterskeexamen;Kvinnor;-24;864
HT1998;;Sjuksköterskeexamen;Kvinnor;25-34;480
HT1998;;Sjuksköterskeexamen;Kvinnor;35-;276
HT1998;;Sjuksköterskeexamen;Kvinnor;Total;1620
HT1998;;Sjuksköterskeexamen;Män;-24;168
HT1998;;Sjuksköterskeexamen;Män;25-34;108
HT1998;;Sjuksköterskeexamen;Män;35-;36
HT1998;;Sjuksköterskeexamen;Män;Total;312
HT1998;;Sjuksköterskeexamen;Total;-24;1032
HT1998;;Sjuksköterskeexamen;Total;25-34;588
HT1998;;Sjuksköterskeexamen;Total;35-;312
HT1998;;Sjuksköterskeexamen;Total;Total;1932
HT1998;;Sjöingenjörsexamen, påbyggnad;Kvinnor;-24;10
HT1998;;Sjöingenjörsexamen, påbyggnad;Kvinnor;25-34;1
HT1998;;Sjöingenjörsexamen, påbyggnad;Kvinnor;Total;11
HT1998;;Sjöingenjörsexamen, påbyggnad;Män;-24;59
HT1998;;Sjöingenjörsexamen, påbyggnad;Män;25-34;22
HT1998;;Sjöingenjörsexamen, påbyggnad;Män;35-;8
HT1998;;Sjöingenjörsexamen, påbyggnad;Män;Total;89
HT1998;;Sjöingenjörsexamen, påbyggnad;Total;-24;69
HT1998;;Sjöingenjörsexamen, påbyggnad;Total;25-34;23
HT1998;;Sjöingenjörsexamen, påbyggnad;Total;35-;8
HT1998;;Sjöingenjörsexamen, påbyggnad;Total;Total;100
HT1998;;Sjökaptensexamen, påbyggnad;Kvinnor;-24;8
HT1998;;Sjökaptensexamen, påbyggnad;Kvinnor;25-34;1
HT1998;;Sjökaptensexamen, påbyggnad;Kvinnor;Total;9
HT1998;;Sjökaptensexamen, påbyggnad;Män;-24;58
HT1998;;Sjökaptensexamen, påbyggnad;Män;25-34;36
HT1998;;Sjökaptensexamen, påbyggnad;Män;35-;10
HT1998;;Sjökaptensexamen, påbyggnad;Män;Total;104
HT1998;;Sjökaptensexamen, påbyggnad;Total;-24;66
HT1998;;Sjökaptensexamen, påbyggnad;Total;25-34;37
HT1998;;Sjökaptensexamen, påbyggnad;Total;35-;10
HT1998;;Sjökaptensexamen, påbyggnad;Total;Total;113
HT1998;;Slöjdlärarexamen;Kvinnor;-24;19
HT1998;;Slöjdlärarexamen;Kvinnor;25-34;14
HT1998;;Slöjdlärarexamen;Kvinnor;35-;15
HT1998;;Slöjdlärarexamen;Kvinnor;Total;48
HT1998;;Slöjdlärarexamen;Män;-24;25
HT1998;;Slöjdlärarexamen;Män;25-34;13
HT1998;;Slöjdlärarexamen;Män;35-;3
HT1998;;Slöjdlärarexamen;Män;Total;41
HT1998;;Slöjdlärarexamen;Total;-24;44
HT1998;;Slöjdlärarexamen;Total;25-34;27
HT1998;;Slöjdlärarexamen;Total;35-;18
HT1998;;Slöjdlärarexamen;Total;Total;89
HT1998;;Social omsorgsexamen;Kvinnor;-24;205
HT1998;;Social omsorgsexamen;Kvinnor;25-34;159
HT1998;;Social omsorgsexamen;Kvinnor;35-;166
HT1998;;Social omsorgsexamen;Kvinnor;Total;530
HT1998;;Social omsorgsexamen;Män;-24;27
HT1998;;Social omsorgsexamen;Män;25-34;23
HT1998;;Social omsorgsexamen;Män;35-;23
HT1998;;Social omsorgsexamen;Män;Total;73
HT1998;;Social omsorgsexamen;Total;-24;232
HT1998;;Social omsorgsexamen;Total;25-34;182
HT1998;;Social omsorgsexamen;Total;35-;189
HT1998;;Social omsorgsexamen;Total;Total;603
HT1998;;Socionomexamen;Kvinnor;-24;347
HT1998;;Socionomexamen;Kvinnor;25-34;209
HT1998;;Socionomexamen;Kvinnor;35-;118
HT1998;;Socionomexamen;Kvinnor;Total;674
HT1998;;Socionomexamen;Män;-24;57
HT1998;;Socionomexamen;Män;25-34;64
HT1998;;Socionomexamen;Män;35-;36
HT1998;;Socionomexamen;Män;Total;157
HT1998;;Socionomexamen;Total;-24;404
HT1998;;Socionomexamen;Total;25-34;273
HT1998;;Socionomexamen;Total;35-;154
HT1998;;Socionomexamen;Total;Total;831
HT1998;;Specialpedagogexamen;Kvinnor;-24;1
HT1998;;Specialpedagogexamen;Kvinnor;25-34;26
HT1998;;Specialpedagogexamen;Kvinnor;35-;187
HT1998;;Specialpedagogexamen;Kvinnor;Total;214
HT1998;;Specialpedagogexamen;Män;25-34;4
HT1998;;Specialpedagogexamen;Män;35-;8
HT1998;;Specialpedagogexamen;Män;Total;12
HT1998;;Specialpedagogexamen;Total;-24;1
HT1998;;Specialpedagogexamen;Total;25-34;30
HT1998;;Specialpedagogexamen;Total;35-;195
HT1998;;Specialpedagogexamen;Total;Total;226
HT1998;;Studie- och yrkesvägledarexamen;Kvinnor;-24;12
HT1998;;Studie- och yrkesvägledarexamen;Kvinnor;25-34;84
HT1998;;Studie- och yrkesvägledarexamen;Kvinnor;35-;64
HT1998;;Studie- och yrkesvägledarexamen;Kvinnor;Total;160
HT1998;;Studie- och yrkesvägledarexamen;Män;-24;2
HT1998;;Studie- och yrkesvägledarexamen;Män;25-34;20
HT1998;;Studie- och yrkesvägledarexamen;Män;35-;16
HT1998;;Studie- och yrkesvägledarexamen;Män;Total;38
HT1998;;Studie- och yrkesvägledarexamen;Total;-24;14
HT1998;;Studie- och yrkesvägledarexamen;Total;25-34;104
HT1998;;Studie- och yrkesvägledarexamen;Total;35-;80
HT1998;;Studie- och yrkesvägledarexamen;Total;Total;198
HT1998;;Tandhygienistexamen;Kvinnor;-24;95
HT1998;;Tandhygienistexamen;Kvinnor;25-34;54
HT1998;;Tandhygienistexamen;Kvinnor;35-;52
HT1998;;Tandhygienistexamen;Kvinnor;Total;201
HT1998;;Tandhygienistexamen;Män;-24;9
HT1998;;Tandhygienistexamen;Män;25-34;3
HT1998;;Tandhygienistexamen;Män;35-;2
HT1998;;Tandhygienistexamen;Män;Total;14
HT1998;;Tandhygienistexamen;Total;-24;104
HT1998;;Tandhygienistexamen;Total;25-34;57
HT1998;;Tandhygienistexamen;Total;35-;54
HT1998;;Tandhygienistexamen;Total;Total;215
HT1998;;Tandläkarexamen;Kvinnor;-24;78
HT1998;;Tandläkarexamen;Kvinnor;25-34;10
HT1998;;Tandläkarexamen;Kvinnor;35-;3
HT1998;;Tandläkarexamen;Kvinnor;Total;91
HT1998;;Tandläkarexamen;Män;-24;39
HT1998;;Tandläkarexamen;Män;25-34;12
HT1998;;Tandläkarexamen;Män;35-;5
HT1998;;Tandläkarexamen;Män;Total;56
HT1998;;Tandläkarexamen;Total;-24;117
HT1998;;Tandläkarexamen;Total;25-34;22
HT1998;;Tandläkarexamen;Total;35-;8
HT1998;;Tandläkarexamen;Total;Total;147
HT1998;;Teologie kandidatexamen;Kvinnor;-24;111
HT1998;;Teologie kandidatexamen;Kvinnor;25-34;38
HT1998;;Teologie kandidatexamen;Kvinnor;35-;27
HT1998;;Teologie kandidatexamen;Kvinnor;Total;176
HT1998;;Teologie kandidatexamen;Män;-24;72
HT1998;;Teologie kandidatexamen;Män;25-34;29
HT1998;;Teologie kandidatexamen;Män;35-;11
HT1998;;Teologie kandidatexamen;Män;Total;112
HT1998;;Teologie kandidatexamen;Total;-24;183
HT1998;;Teologie kandidatexamen;Total;25-34;67
HT1998;;Teologie kandidatexamen;Total;35-;38
HT1998;;Teologie kandidatexamen;Total;Total;288
HT1998;;Trädgårdsingenjörsexamen;Kvinnor;-24;6
HT1998;;Trädgårdsingenjörsexamen;Kvinnor;25-34;5
HT1998;;Trädgårdsingenjörsexamen;Kvinnor;35-;9
HT1998;;Trädgårdsingenjörsexamen;Kvinnor;Total;20
HT1998;;Trädgårdsingenjörsexamen;Män;-24;4
HT1998;;Trädgårdsingenjörsexamen;Män;25-34;3
HT1998;;Trädgårdsingenjörsexamen;Män;35-;1
HT1998;;Trädgårdsingenjörsexamen;Män;Total;8
HT1998;;Trädgårdsingenjörsexamen;Total;-24;10
HT1998;;Trädgårdsingenjörsexamen;Total;25-34;8
HT1998;;Trädgårdsingenjörsexamen;Total;35-;10
HT1998;;Trädgårdsingenjörsexamen;Total;Total;28
HT1998;;Veterinärexamen;Kvinnor;-24;36
HT1998;;Veterinärexamen;Kvinnor;25-34;18
HT1998;;Veterinärexamen;Kvinnor;35-;2
HT1998;;Veterinärexamen;Kvinnor;Total;56
HT1998;;Veterinärexamen;Män;-24;6
HT1998;;Veterinärexamen;Män;25-34;6
HT1998;;Veterinärexamen;Män;Total;12
HT1998;;Veterinärexamen;Total;-24;42
HT1998;;Veterinärexamen;Total;25-34;24
HT1998;;Veterinärexamen;Total;35-;2
HT1998;;Veterinärexamen;Total;Total;68
HT1998;;Yrkesteknisk högskoleexamen;Kvinnor;25-34;20
HT1998;;Yrkesteknisk högskoleexamen;Kvinnor;35-;40
HT1998;;Yrkesteknisk högskoleexamen;Kvinnor;Total;60
HT1998;;Yrkesteknisk högskoleexamen;Män;-24;1
HT1998;;Yrkesteknisk högskoleexamen;Män;25-34;12
HT1998;;Yrkesteknisk högskoleexamen;Män;35-;12
HT1998;;Yrkesteknisk högskoleexamen;Män;Total;25
HT1998;;Yrkesteknisk högskoleexamen;Total;-24;1
HT1998;;Yrkesteknisk högskoleexamen;Total;25-34;32
HT1998;;Yrkesteknisk högskoleexamen;Total;35-;52
HT1998;;Yrkesteknisk högskoleexamen;Total;Total;85
HT1998;Blekinge Internationella Hälsohögskola;;Kvinnor;-24;25
HT1998;Blekinge Internationella Hälsohögskola;;Kvinnor;25-34;7
HT1998;Blekinge Internationella Hälsohögskola;;Kvinnor;35-;5
HT1998;Blekinge Internationella Hälsohögskola;;Kvinnor;Total;37
HT1998;Blekinge Internationella Hälsohögskola;;Män;-24;1
HT1998;Blekinge Internationella Hälsohögskola;;Män;25-34;4
HT1998;Blekinge Internationella Hälsohögskola;;Män;Total;5
HT1998;Blekinge Internationella Hälsohögskola;;Total;-24;26
HT1998;Blekinge Internationella Hälsohögskola;;Total;25-34;11
HT1998;Blekinge Internationella Hälsohögskola;;Total;35-;5
HT1998;Blekinge Internationella Hälsohögskola;;Total;Total;42
HT1998;Blekinge Internationella Hälsohögskola;Sjuksköterskeexamen;Kvinnor;-24;25
HT1998;Blekinge Internationella Hälsohögskola;Sjuksköterskeexamen;Kvinnor;25-34;7
HT1998;Blekinge Internationella Hälsohögskola;Sjuksköterskeexamen;Kvinnor;35-;5
HT1998;Blekinge Internationella Hälsohögskola;Sjuksköterskeexamen;Kvinnor;Total;37
HT1998;Blekinge Internationella Hälsohögskola;Sjuksköterskeexamen;Män;-24;1
HT1998;Blekinge Internationella Hälsohögskola;Sjuksköterskeexamen;Män;25-34;4
HT1998;Blekinge Internationella Hälsohögskola;Sjuksköterskeexamen;Män;Total;5
