Termin;Lärosäte;Program;Kön;Åldersgrupp;Antal
HT1995;;Civilingenjörsexamen;Total;-24;5511
HT1995;;Civilingenjörsexamen;Total;25-34;798
HT1995;;Civilingenjörsexamen;Total;35-;104
HT1995;;Civilingenjörsexamen;Total;Total;6413
HT1995;;Folkhögskollärarexamen;Kvinnor;25-34;13
HT1995;;Folkhögskollärarexamen;Kvinnor;35-;33
HT1995;;Folkhögskollärarexamen;Kvinnor;Total;46
HT1995;;Folkhögskollärarexamen;Män;25-34;7
HT1995;;Folkhögskollärarexamen;Män;35-;35
HT1995;;Folkhögskollärarexamen;Män;Total;42
HT1995;;Folkhögskollärarexamen;Total;25-34;20
HT1995;;Folkhögskollärarexamen;Total;35-;68
HT1995;;Folkhögskollärarexamen;Total;Total;88
HT1995;;Fysioterapeutexamen;Kvinnor;-24;151
HT1995;;Fysioterapeutexamen;Kvinnor;25-34;49
HT1995;;Fysioterapeutexamen;Kvinnor;35-;13
HT1995;;Fysioterapeutexamen;Kvinnor;Total;213
HT1995;;Fysioterapeutexamen;Män;-24;45
HT1995;;Fysioterapeutexamen;Män;25-34;41
HT1995;;Fysioterapeutexamen;Män;35-;7
HT1995;;Fysioterapeutexamen;Män;Total;93
HT1995;;Fysioterapeutexamen;Total;-24;196
HT1995;;Fysioterapeutexamen;Total;25-34;90
HT1995;;Fysioterapeutexamen;Total;35-;20
HT1995;;Fysioterapeutexamen;Total;Total;306
HT1995;;Grundskollärarexamen 1-7;Kvinnor;-24;1112
HT1995;;Grundskollärarexamen 1-7;Kvinnor;25-34;380
HT1995;;Grundskollärarexamen 1-7;Kvinnor;35-;200
HT1995;;Grundskollärarexamen 1-7;Kvinnor;Total;1692
HT1995;;Grundskollärarexamen 1-7;Män;-24;224
HT1995;;Grundskollärarexamen 1-7;Män;25-34;93
HT1995;;Grundskollärarexamen 1-7;Män;35-;48
HT1995;;Grundskollärarexamen 1-7;Män;Total;365
HT1995;;Grundskollärarexamen 1-7;Total;-24;1336
HT1995;;Grundskollärarexamen 1-7;Total;25-34;473
HT1995;;Grundskollärarexamen 1-7;Total;35-;248
HT1995;;Grundskollärarexamen 1-7;Total;Total;2057
HT1995;;Grundskollärarexamen 4-9;Kvinnor;-24;1005
HT1995;;Grundskollärarexamen 4-9;Kvinnor;25-34;337
HT1995;;Grundskollärarexamen 4-9;Kvinnor;35-;157
HT1995;;Grundskollärarexamen 4-9;Kvinnor;Total;1499
HT1995;;Grundskollärarexamen 4-9;Män;-24;483
HT1995;;Grundskollärarexamen 4-9;Män;25-34;235
HT1995;;Grundskollärarexamen 4-9;Män;35-;95
HT1995;;Grundskollärarexamen 4-9;Män;Total;813
HT1995;;Grundskollärarexamen 4-9;Total;-24;1488
HT1995;;Grundskollärarexamen 4-9;Total;25-34;572
HT1995;;Grundskollärarexamen 4-9;Total;35-;252
HT1995;;Grundskollärarexamen 4-9;Total;Total;2312
HT1995;;Gymnasielärarexamen;Kvinnor;-24;383
HT1995;;Gymnasielärarexamen;Kvinnor;25-34;256
HT1995;;Gymnasielärarexamen;Kvinnor;35-;231
HT1995;;Gymnasielärarexamen;Kvinnor;Total;870
HT1995;;Gymnasielärarexamen;Män;-24;227
HT1995;;Gymnasielärarexamen;Män;25-34;221
HT1995;;Gymnasielärarexamen;Män;35-;158
HT1995;;Gymnasielärarexamen;Män;Total;606
HT1995;;Gymnasielärarexamen;Total;-24;610
HT1995;;Gymnasielärarexamen;Total;25-34;477
HT1995;;Gymnasielärarexamen;Total;35-;389
HT1995;;Gymnasielärarexamen;Total;Total;1476
HT1995;;Hushållslärarexamen;Kvinnor;-24;14
HT1995;;Hushållslärarexamen;Kvinnor;25-34;11
HT1995;;Hushållslärarexamen;Kvinnor;35-;2
HT1995;;Hushållslärarexamen;Kvinnor;Total;27
HT1995;;Hushållslärarexamen;Total;-24;14
HT1995;;Hushållslärarexamen;Total;25-34;11
HT1995;;Hushållslärarexamen;Total;35-;2
HT1995;;Hushållslärarexamen;Total;Total;27
HT1995;;Högskoleingenjörsexamen;Kvinnor;-24;914
HT1995;;Högskoleingenjörsexamen;Kvinnor;25-34;272
HT1995;;Högskoleingenjörsexamen;Kvinnor;35-;140
HT1995;;Högskoleingenjörsexamen;Kvinnor;Total;1326
HT1995;;Högskoleingenjörsexamen;Män;-24;3710
HT1995;;Högskoleingenjörsexamen;Män;25-34;1026
HT1995;;Högskoleingenjörsexamen;Män;35-;354
HT1995;;Högskoleingenjörsexamen;Män;Total;5090
HT1995;;Högskoleingenjörsexamen;Total;-24;4624
HT1995;;Högskoleingenjörsexamen;Total;25-34;1298
HT1995;;Högskoleingenjörsexamen;Total;35-;494
HT1995;;Högskoleingenjörsexamen;Total;Total;6416
HT1995;;Idrottslärarexamen;Kvinnor;-24;23
HT1995;;Idrottslärarexamen;Kvinnor;25-34;4
HT1995;;Idrottslärarexamen;Kvinnor;35-;1
HT1995;;Idrottslärarexamen;Kvinnor;Total;28
HT1995;;Idrottslärarexamen;Män;-24;21
HT1995;;Idrottslärarexamen;Män;25-34;8
HT1995;;Idrottslärarexamen;Män;Total;29
HT1995;;Idrottslärarexamen;Total;-24;44
HT1995;;Idrottslärarexamen;Total;25-34;12
HT1995;;Idrottslärarexamen;Total;35-;1
HT1995;;Idrottslärarexamen;Total;Total;57
HT1995;;Juristexamen;Kvinnor;-24;462
HT1995;;Juristexamen;Kvinnor;25-34;82
HT1995;;Juristexamen;Kvinnor;35-;18
HT1995;;Juristexamen;Kvinnor;Total;562
HT1995;;Juristexamen;Män;-24;349
HT1995;;Juristexamen;Män;25-34;128
HT1995;;Juristexamen;Män;35-;26
HT1995;;Juristexamen;Män;Total;503
HT1995;;Juristexamen;Total;-24;811
HT1995;;Juristexamen;Total;25-34;210
HT1995;;Juristexamen;Total;35-;44
HT1995;;Juristexamen;Total;Total;1065
HT1995;;Konstnärlig högskoleexamen konst och design;Kvinnor;-24;8
HT1995;;Konstnärlig högskoleexamen konst och design;Kvinnor;25-34;3
HT1995;;Konstnärlig högskoleexamen konst och design;Kvinnor;Total;11
HT1995;;Konstnärlig högskoleexamen konst och design;Män;-24;4
HT1995;;Konstnärlig högskoleexamen konst och design;Män;Total;4
HT1995;;Konstnärlig högskoleexamen konst och design;Total;-24;12
HT1995;;Konstnärlig högskoleexamen konst och design;Total;25-34;3
HT1995;;Konstnärlig högskoleexamen konst och design;Total;Total;15
HT1995;;Landskapsingenjörsexamen;Kvinnor;-24;4
HT1995;;Landskapsingenjörsexamen;Kvinnor;25-34;7
HT1995;;Landskapsingenjörsexamen;Kvinnor;35-;5
HT1995;;Landskapsingenjörsexamen;Kvinnor;Total;16
HT1995;;Landskapsingenjörsexamen;Män;-24;6
HT1995;;Landskapsingenjörsexamen;Män;25-34;10
HT1995;;Landskapsingenjörsexamen;Män;35-;5
HT1995;;Landskapsingenjörsexamen;Män;Total;21
HT1995;;Landskapsingenjörsexamen;Total;-24;10
HT1995;;Landskapsingenjörsexamen;Total;25-34;17
HT1995;;Landskapsingenjörsexamen;Total;35-;10
HT1995;;Landskapsingenjörsexamen;Total;Total;37
HT1995;;Lantmästarexamen;Kvinnor;-24;11
HT1995;;Lantmästarexamen;Kvinnor;25-34;12
HT1995;;Lantmästarexamen;Kvinnor;35-;1
HT1995;;Lantmästarexamen;Kvinnor;Total;24
HT1995;;Lantmästarexamen;Män;-24;34
HT1995;;Lantmästarexamen;Män;25-34;38
HT1995;;Lantmästarexamen;Män;35-;7
HT1995;;Lantmästarexamen;Män;Total;79
HT1995;;Lantmästarexamen;Total;-24;45
HT1995;;Lantmästarexamen;Total;25-34;50
HT1995;;Lantmästarexamen;Total;35-;8
HT1995;;Lantmästarexamen;Total;Total;103
HT1995;;Logopedexamen;Kvinnor;-24;14
HT1995;;Logopedexamen;Kvinnor;25-34;8
HT1995;;Logopedexamen;Kvinnor;35-;6
HT1995;;Logopedexamen;Kvinnor;Total;28
HT1995;;Logopedexamen;Män;-24;1
HT1995;;Logopedexamen;Män;25-34;1
HT1995;;Logopedexamen;Män;Total;2
HT1995;;Logopedexamen;Total;-24;15
HT1995;;Logopedexamen;Total;25-34;9
HT1995;;Logopedexamen;Total;35-;6
HT1995;;Logopedexamen;Total;Total;30
HT1995;;Läkarexamen;Kvinnor;-24;144
HT1995;;Läkarexamen;Kvinnor;25-34;34
HT1995;;Läkarexamen;Kvinnor;35-;4
HT1995;;Läkarexamen;Kvinnor;Total;182
HT1995;;Läkarexamen;Män;-24;132
HT1995;;Läkarexamen;Män;25-34;49
HT1995;;Läkarexamen;Män;35-;5
HT1995;;Läkarexamen;Män;Total;186
HT1995;;Läkarexamen;Total;-24;276
HT1995;;Läkarexamen;Total;25-34;83
HT1995;;Läkarexamen;Total;35-;9
HT1995;;Läkarexamen;Total;Total;368
HT1995;;Optikerexamen;Kvinnor;-24;24
HT1995;;Optikerexamen;Kvinnor;25-34;11
HT1995;;Optikerexamen;Kvinnor;Total;35
HT1995;;Optikerexamen;Män;-24;4
HT1995;;Optikerexamen;Män;25-34;4
HT1995;;Optikerexamen;Män;35-;2
HT1995;;Optikerexamen;Män;Total;10
HT1995;;Optikerexamen;Total;-24;28
HT1995;;Optikerexamen;Total;25-34;15
HT1995;;Optikerexamen;Total;35-;2
HT1995;;Optikerexamen;Total;Total;45
HT1995;;Psykologexamen;Kvinnor;-24;54
HT1995;;Psykologexamen;Kvinnor;25-34;70
HT1995;;Psykologexamen;Kvinnor;35-;18
HT1995;;Psykologexamen;Kvinnor;Total;142
HT1995;;Psykologexamen;Män;-24;39
HT1995;;Psykologexamen;Män;25-34;47
HT1995;;Psykologexamen;Män;35-;11
HT1995;;Psykologexamen;Män;Total;97
HT1995;;Psykologexamen;Total;-24;93
HT1995;;Psykologexamen;Total;25-34;117
HT1995;;Psykologexamen;Total;35-;29
HT1995;;Psykologexamen;Total;Total;239
HT1995;;Receptarieexamen;Kvinnor;-24;50
HT1995;;Receptarieexamen;Kvinnor;25-34;28
HT1995;;Receptarieexamen;Kvinnor;35-;11
HT1995;;Receptarieexamen;Kvinnor;Total;89
HT1995;;Receptarieexamen;Män;-24;2
HT1995;;Receptarieexamen;Män;25-34;3
HT1995;;Receptarieexamen;Män;35-;1
HT1995;;Receptarieexamen;Män;Total;6
HT1995;;Receptarieexamen;Total;-24;52
HT1995;;Receptarieexamen;Total;25-34;31
HT1995;;Receptarieexamen;Total;35-;12
HT1995;;Receptarieexamen;Total;Total;95
HT1995;;Sjuksköterskeexamen;Kvinnor;-24;921
HT1995;;Sjuksköterskeexamen;Kvinnor;25-34;449
HT1995;;Sjuksköterskeexamen;Kvinnor;35-;255
HT1995;;Sjuksköterskeexamen;Kvinnor;Total;1625
HT1995;;Sjuksköterskeexamen;Män;-24;152
HT1995;;Sjuksköterskeexamen;Män;25-34;103
HT1995;;Sjuksköterskeexamen;Män;35-;25
HT1995;;Sjuksköterskeexamen;Män;Total;280
HT1995;;Sjuksköterskeexamen;Total;-24;1073
HT1995;;Sjuksköterskeexamen;Total;25-34;552
HT1995;;Sjuksköterskeexamen;Total;35-;280
HT1995;;Sjuksköterskeexamen;Total;Total;1905
HT1995;;Sjöingenjörsexamen, påbyggnad;Kvinnor;-24;1
HT1995;;Sjöingenjörsexamen, påbyggnad;Kvinnor;Total;1
HT1995;;Sjöingenjörsexamen, påbyggnad;Män;-24;33
HT1995;;Sjöingenjörsexamen, påbyggnad;Män;25-34;19
HT1995;;Sjöingenjörsexamen, påbyggnad;Män;35-;3
HT1995;;Sjöingenjörsexamen, påbyggnad;Män;Total;55
HT1995;;Sjöingenjörsexamen, påbyggnad;Total;-24;34
HT1995;;Sjöingenjörsexamen, påbyggnad;Total;25-34;19
HT1995;;Sjöingenjörsexamen, påbyggnad;Total;35-;3
HT1995;;Sjöingenjörsexamen, påbyggnad;Total;Total;56
HT1995;;Sjökaptensexamen, påbyggnad;Kvinnor;-24;2
HT1995;;Sjökaptensexamen, påbyggnad;Kvinnor;Total;2
HT1995;;Sjökaptensexamen, påbyggnad;Män;-24;40
HT1995;;Sjökaptensexamen, påbyggnad;Män;25-34;23
HT1995;;Sjökaptensexamen, påbyggnad;Män;35-;6
HT1995;;Sjökaptensexamen, påbyggnad;Män;Total;69
HT1995;;Sjökaptensexamen, påbyggnad;Total;-24;42
HT1995;;Sjökaptensexamen, påbyggnad;Total;25-34;23
HT1995;;Sjökaptensexamen, påbyggnad;Total;35-;6
HT1995;;Sjökaptensexamen, påbyggnad;Total;Total;71
HT1995;;Slöjdlärarexamen;Kvinnor;-24;34
HT1995;;Slöjdlärarexamen;Kvinnor;25-34;22
HT1995;;Slöjdlärarexamen;Kvinnor;35-;15
HT1995;;Slöjdlärarexamen;Kvinnor;Total;71
HT1995;;Slöjdlärarexamen;Män;-24;17
HT1995;;Slöjdlärarexamen;Män;25-34;16
HT1995;;Slöjdlärarexamen;Män;35-;8
HT1995;;Slöjdlärarexamen;Män;Total;41
HT1995;;Slöjdlärarexamen;Total;-24;51
HT1995;;Slöjdlärarexamen;Total;25-34;38
HT1995;;Slöjdlärarexamen;Total;35-;23
HT1995;;Slöjdlärarexamen;Total;Total;112
HT1995;;Social omsorgsexamen;Kvinnor;-24;181
HT1995;;Social omsorgsexamen;Kvinnor;25-34;120
HT1995;;Social omsorgsexamen;Kvinnor;35-;123
HT1995;;Social omsorgsexamen;Kvinnor;Total;424
HT1995;;Social omsorgsexamen;Män;-24;20
HT1995;;Social omsorgsexamen;Män;25-34;13
HT1995;;Social omsorgsexamen;Män;35-;8
HT1995;;Social omsorgsexamen;Män;Total;41
HT1995;;Social omsorgsexamen;Total;-24;201
HT1995;;Social omsorgsexamen;Total;25-34;133
HT1995;;Social omsorgsexamen;Total;35-;131
HT1995;;Social omsorgsexamen;Total;Total;465
HT1995;;Socionomexamen;Kvinnor;-24;279
HT1995;;Socionomexamen;Kvinnor;25-34;114
HT1995;;Socionomexamen;Kvinnor;35-;59
HT1995;;Socionomexamen;Kvinnor;Total;452
HT1995;;Socionomexamen;Män;-24;56
HT1995;;Socionomexamen;Män;25-34;64
HT1995;;Socionomexamen;Män;35-;28
HT1995;;Socionomexamen;Män;Total;148
HT1995;;Socionomexamen;Total;-24;335
HT1995;;Socionomexamen;Total;25-34;178
HT1995;;Socionomexamen;Total;35-;87
HT1995;;Socionomexamen;Total;Total;600
HT1995;;Specialpedagogexamen;Kvinnor;25-34;39
HT1995;;Specialpedagogexamen;Kvinnor;35-;230
HT1995;;Specialpedagogexamen;Kvinnor;Total;269
HT1995;;Specialpedagogexamen;Män;25-34;5
HT1995;;Specialpedagogexamen;Män;35-;20
HT1995;;Specialpedagogexamen;Män;Total;25
HT1995;;Specialpedagogexamen;Total;25-34;44
HT1995;;Specialpedagogexamen;Total;35-;250
HT1995;;Specialpedagogexamen;Total;Total;294
HT1995;;Studie- och yrkesvägledarexamen;Kvinnor;-24;26
HT1995;;Studie- och yrkesvägledarexamen;Kvinnor;25-34;86
HT1995;;Studie- och yrkesvägledarexamen;Kvinnor;35-;47
HT1995;;Studie- och yrkesvägledarexamen;Kvinnor;Total;159
HT1995;;Studie- och yrkesvägledarexamen;Män;-24;8
HT1995;;Studie- och yrkesvägledarexamen;Män;25-34;22
HT1995;;Studie- och yrkesvägledarexamen;Män;35-;15
HT1995;;Studie- och yrkesvägledarexamen;Män;Total;45
HT1995;;Studie- och yrkesvägledarexamen;Total;-24;34
HT1995;;Studie- och yrkesvägledarexamen;Total;25-34;108
HT1995;;Studie- och yrkesvägledarexamen;Total;35-;62
HT1995;;Studie- och yrkesvägledarexamen;Total;Total;204
HT1995;;Styrmansexamen;Män;-24;25
HT1995;;Styrmansexamen;Män;25-34;6
HT1995;;Styrmansexamen;Män;35-;1
HT1995;;Styrmansexamen;Män;Total;32
HT1995;;Styrmansexamen;Total;-24;25
HT1995;;Styrmansexamen;Total;25-34;6
HT1995;;Styrmansexamen;Total;35-;1
HT1995;;Styrmansexamen;Total;Total;32
HT1995;;Tandhygienistexamen;Kvinnor;-24;83
HT1995;;Tandhygienistexamen;Kvinnor;25-34;49
HT1995;;Tandhygienistexamen;Kvinnor;35-;26
HT1995;;Tandhygienistexamen;Kvinnor;Total;158
HT1995;;Tandhygienistexamen;Män;-24;3
HT1995;;Tandhygienistexamen;Män;25-34;6
HT1995;;Tandhygienistexamen;Män;35-;2
HT1995;;Tandhygienistexamen;Män;Total;11
HT1995;;Tandhygienistexamen;Total;-24;86
HT1995;;Tandhygienistexamen;Total;25-34;55
HT1995;;Tandhygienistexamen;Total;35-;28
HT1995;;Tandhygienistexamen;Total;Total;169
HT1995;;Tandläkarexamen;Kvinnor;-24;46
HT1995;;Tandläkarexamen;Kvinnor;25-34;13
HT1995;;Tandläkarexamen;Kvinnor;35-;1
HT1995;;Tandläkarexamen;Kvinnor;Total;60
HT1995;;Tandläkarexamen;Män;-24;34
HT1995;;Tandläkarexamen;Män;25-34;15
HT1995;;Tandläkarexamen;Män;Total;49
HT1995;;Tandläkarexamen;Total;-24;80
HT1995;;Tandläkarexamen;Total;25-34;28
HT1995;;Tandläkarexamen;Total;35-;1
HT1995;;Tandläkarexamen;Total;Total;109
HT1995;;Teologie kandidatexamen;Kvinnor;-24;158
HT1995;;Teologie kandidatexamen;Kvinnor;25-34;41
HT1995;;Teologie kandidatexamen;Kvinnor;35-;23
HT1995;;Teologie kandidatexamen;Kvinnor;Total;222
HT1995;;Teologie kandidatexamen;Män;-24;89
HT1995;;Teologie kandidatexamen;Män;25-34;33
HT1995;;Teologie kandidatexamen;Män;35-;6
HT1995;;Teologie kandidatexamen;Män;Total;128
HT1995;;Teologie kandidatexamen;Total;-24;247
HT1995;;Teologie kandidatexamen;Total;25-34;74
HT1995;;Teologie kandidatexamen;Total;35-;29
HT1995;;Teologie kandidatexamen;Total;Total;350
HT1995;;Trädgårdsingenjörsexamen;Kvinnor;-24;6
HT1995;;Trädgårdsingenjörsexamen;Kvinnor;25-34;8
HT1995;;Trädgårdsingenjörsexamen;Kvinnor;35-;4
HT1995;;Trädgårdsingenjörsexamen;Kvinnor;Total;18
HT1995;;Trädgårdsingenjörsexamen;Män;-24;4
HT1995;;Trädgårdsingenjörsexamen;Män;25-34;3
HT1995;;Trädgårdsingenjörsexamen;Män;35-;1
HT1995;;Trädgårdsingenjörsexamen;Män;Total;8
HT1995;;Trädgårdsingenjörsexamen;Total;-24;10
HT1995;;Trädgårdsingenjörsexamen;Total;25-34;11
HT1995;;Trädgårdsingenjörsexamen;Total;35-;5
HT1995;;Trädgårdsingenjörsexamen;Total;Total;26
HT1995;;Yrkesteknisk högskoleexamen;Kvinnor;25-34;8
HT1995;;Yrkesteknisk högskoleexamen;Kvinnor;35-;40
HT1995;;Yrkesteknisk högskoleexamen;Kvinnor;Total;48
HT1995;;Yrkesteknisk högskoleexamen;Män;-24;1
HT1995;;Yrkesteknisk högskoleexamen;Män;25-34;8
HT1995;;Yrkesteknisk högskoleexamen;Män;35-;9
HT1995;;Yrkesteknisk högskoleexamen;Män;Total;18
HT1995;;Yrkesteknisk högskoleexamen;Total;-24;1
HT1995;;Yrkesteknisk högskoleexamen;Total;25-34;16
HT1995;;Yrkesteknisk högskoleexamen;Total;35-;49
HT1995;;Yrkesteknisk högskoleexamen;Total;Total;66
HT1995;Blekinge Internationella Hälsohögskola;;Kvinnor;-24;11
HT1995;Blekinge Internationella Hälsohögskola;;Kvinnor;25-34;10
HT1995;Blekinge Internationella Hälsohögskola;;Kvinnor;35-;27
HT1995;Blekinge Internationella Hälsohögskola;;Kvinnor;Total;48
HT1995;Blekinge Internationella Hälsohögskola;;Män;-24;2
HT1995;Blekinge Internationella Hälsohögskola;;Män;Total;2
HT1995;Blekinge Internationella Hälsohögskola;;Total;-24;13
HT1995;Blekinge Internationella Hälsohögskola;;Total;25-34;10
HT1995;Blekinge Internationella Hälsohögskola;;Total;35-;27
HT1995;Blekinge Internationella Hälsohögskola;;Total;Total;50
HT1995;Blekinge Internationella Hälsohögskola;Sjuksköterskeexamen;Kvinnor;-24;11
HT1995;Blekinge Internationella Hälsohögskola;Sjuksköterskeexamen;Kvinnor;25-34;10
HT1995;Blekinge Internationella Hälsohögskola;Sjuksköterskeexamen;Kvinnor;35-;27
HT1995;Blekinge Internationella Hälsohögskola;Sjuksköterskeexamen;Kvinnor;Total;48
HT1995;Blekinge Internationella Hälsohögskola;Sjuksköterskeexamen;Män;-24;2
HT1995;Blekinge Internationella Hälsohögskola;Sjuksköterskeexamen;Män;Total;2
HT1995;Blekinge Internationella Hälsohögskola;Sjuksköterskeexamen;Total;-24;13
HT1995;Blekinge Internationella Hälsohögskola;Sjuksköterskeexamen;Total;25-34;10
HT1995;Blekinge Internationella Hälsohögskola;Sjuksköterskeexamen;Total;35-;27
HT1995;Blekinge Internationella Hälsohögskola;Sjuksköterskeexamen;Total;Total;50
HT1995;Bohusläns vårdhögskola;;Kvinnor;-24;17
HT1995;Bohusläns vårdhögskola;;Kvinnor;25-34;9
HT1995;Bohusläns vårdhögskola;;Kvinnor;35-;6
HT1995;Bohusläns vårdhögskola;;Kvinnor;Total;32
HT1995;Bohusläns vårdhögskola;;Män;-24;5
HT1995;Bohusläns vårdhögskola;;Män;25-34;1
HT1995;Bohusläns vårdhögskola;;Män;Total;6
HT1995;Bohusläns vårdhögskola;;Total;-24;22
HT1995;Bohusläns vårdhögskola;;Total;25-34;10
HT1995;Bohusläns vårdhögskola;;Total;35-;6
HT1995;Bohusläns vårdhögskola;;Total;Total;38
HT1995;Bohusläns vårdhögskola;Sjuksköterskeexamen;Kvinnor;-24;17
HT1995;Bohusläns vårdhögskola;Sjuksköterskeexamen;Kvinnor;25-34;9
HT1995;Bohusläns vårdhögskola;Sjuksköterskeexamen;Kvinnor;35-;6
HT1995;Bohusläns vårdhögskola;Sjuksköterskeexamen;Kvinnor;Total;32
HT1995;Bohusläns vårdhögskola;Sjuksköterskeexamen;Män;-24;5
HT1995;Bohusläns vårdhögskola;Sjuksköterskeexamen;Män;25-34;1
HT1995;Bohusläns vårdhögskola;Sjuksköterskeexamen;Män;Total;6
HT1995;Bohusläns vårdhögskola;Sjuksköterskeexamen;Total;-24;22
HT1995;Bohusläns vårdhögskola;Sjuksköterskeexamen;Total;25-34;10
HT1995;Bohusläns vårdhögskola;Sjuksköterskeexamen;Total;35-;6
HT1995;Bohusläns vårdhögskola;Sjuksköterskeexamen;Total;Total;38
HT1995;Chalmers tekniska högskola;;Kvinnor;-24;372
HT1995;Chalmers tekniska högskola;;Kvinnor;25-34;48
HT1995;Chalmers tekniska högskola;;Kvinnor;35-;6
