Termin;Lärosäte;Program;Kön;Åldersgrupp;Antal
HT1997;;Civilingenjörsexamen;Total;Total;6802
HT1997;;Folkhögskollärarexamen;Kvinnor;-24;1
HT1997;;Folkhögskollärarexamen;Kvinnor;25-34;10
HT1997;;Folkhögskollärarexamen;Kvinnor;35-;39
HT1997;;Folkhögskollärarexamen;Kvinnor;Total;50
HT1997;;Folkhögskollärarexamen;Män;25-34;11
HT1997;;Folkhögskollärarexamen;Män;35-;29
HT1997;;Folkhögskollärarexamen;Män;Total;40
HT1997;;Folkhögskollärarexamen;Total;-24;1
HT1997;;Folkhögskollärarexamen;Total;25-34;21
HT1997;;Folkhögskollärarexamen;Total;35-;68
HT1997;;Folkhögskollärarexamen;Total;Total;90
HT1997;;Fysioterapeutexamen;Kvinnor;-24;178
HT1997;;Fysioterapeutexamen;Kvinnor;25-34;68
HT1997;;Fysioterapeutexamen;Kvinnor;35-;21
HT1997;;Fysioterapeutexamen;Kvinnor;Total;267
HT1997;;Fysioterapeutexamen;Män;-24;40
HT1997;;Fysioterapeutexamen;Män;25-34;42
HT1997;;Fysioterapeutexamen;Män;35-;6
HT1997;;Fysioterapeutexamen;Män;Total;88
HT1997;;Fysioterapeutexamen;Total;-24;218
HT1997;;Fysioterapeutexamen;Total;25-34;110
HT1997;;Fysioterapeutexamen;Total;35-;27
HT1997;;Fysioterapeutexamen;Total;Total;355
HT1997;;Grundskollärarexamen 1-7;Kvinnor;-24;879
HT1997;;Grundskollärarexamen 1-7;Kvinnor;25-34;301
HT1997;;Grundskollärarexamen 1-7;Kvinnor;35-;158
HT1997;;Grundskollärarexamen 1-7;Kvinnor;Total;1338
HT1997;;Grundskollärarexamen 1-7;Män;-24;166
HT1997;;Grundskollärarexamen 1-7;Män;25-34;82
HT1997;;Grundskollärarexamen 1-7;Män;35-;24
HT1997;;Grundskollärarexamen 1-7;Män;Total;272
HT1997;;Grundskollärarexamen 1-7;Total;-24;1045
HT1997;;Grundskollärarexamen 1-7;Total;25-34;383
HT1997;;Grundskollärarexamen 1-7;Total;35-;182
HT1997;;Grundskollärarexamen 1-7;Total;Total;1610
HT1997;;Grundskollärarexamen 4-9;Kvinnor;-24;1075
HT1997;;Grundskollärarexamen 4-9;Kvinnor;25-34;523
HT1997;;Grundskollärarexamen 4-9;Kvinnor;35-;317
HT1997;;Grundskollärarexamen 4-9;Kvinnor;Total;1915
HT1997;;Grundskollärarexamen 4-9;Män;-24;448
HT1997;;Grundskollärarexamen 4-9;Män;25-34;288
HT1997;;Grundskollärarexamen 4-9;Män;35-;120
HT1997;;Grundskollärarexamen 4-9;Män;Total;856
HT1997;;Grundskollärarexamen 4-9;Total;-24;1523
HT1997;;Grundskollärarexamen 4-9;Total;25-34;811
HT1997;;Grundskollärarexamen 4-9;Total;35-;437
HT1997;;Grundskollärarexamen 4-9;Total;Total;2771
HT1997;;Gymnasielärarexamen;Kvinnor;-24;399
HT1997;;Gymnasielärarexamen;Kvinnor;25-34;271
HT1997;;Gymnasielärarexamen;Kvinnor;35-;209
HT1997;;Gymnasielärarexamen;Kvinnor;Total;879
HT1997;;Gymnasielärarexamen;Män;-24;227
HT1997;;Gymnasielärarexamen;Män;25-34;217
HT1997;;Gymnasielärarexamen;Män;35-;119
HT1997;;Gymnasielärarexamen;Män;Total;563
HT1997;;Gymnasielärarexamen;Total;-24;626
HT1997;;Gymnasielärarexamen;Total;25-34;488
HT1997;;Gymnasielärarexamen;Total;35-;328
HT1997;;Gymnasielärarexamen;Total;Total;1442
HT1997;;Hortonomexamen;Kvinnor;-24;19
HT1997;;Hortonomexamen;Kvinnor;25-34;6
HT1997;;Hortonomexamen;Kvinnor;35-;2
HT1997;;Hortonomexamen;Kvinnor;Total;27
HT1997;;Hortonomexamen;Män;-24;7
HT1997;;Hortonomexamen;Män;25-34;1
HT1997;;Hortonomexamen;Män;Total;8
HT1997;;Hortonomexamen;Total;-24;26
HT1997;;Hortonomexamen;Total;25-34;7
HT1997;;Hortonomexamen;Total;35-;2
HT1997;;Hortonomexamen;Total;Total;35
HT1997;;Högskoleingenjörsexamen;Kvinnor;-24;1272
HT1997;;Högskoleingenjörsexamen;Kvinnor;25-34;668
HT1997;;Högskoleingenjörsexamen;Kvinnor;35-;301
HT1997;;Högskoleingenjörsexamen;Kvinnor;Total;2241
HT1997;;Högskoleingenjörsexamen;Män;-24;3959
HT1997;;Högskoleingenjörsexamen;Män;25-34;1559
HT1997;;Högskoleingenjörsexamen;Män;35-;488
HT1997;;Högskoleingenjörsexamen;Män;Total;6006
HT1997;;Högskoleingenjörsexamen;Total;-24;5231
HT1997;;Högskoleingenjörsexamen;Total;25-34;2227
HT1997;;Högskoleingenjörsexamen;Total;35-;789
HT1997;;Högskoleingenjörsexamen;Total;Total;8247
HT1997;;Idrottslärarexamen;Kvinnor;-24;40
HT1997;;Idrottslärarexamen;Kvinnor;25-34;16
HT1997;;Idrottslärarexamen;Kvinnor;35-;1
HT1997;;Idrottslärarexamen;Kvinnor;Total;57
HT1997;;Idrottslärarexamen;Män;-24;42
HT1997;;Idrottslärarexamen;Män;25-34;15
HT1997;;Idrottslärarexamen;Män;Total;57
HT1997;;Idrottslärarexamen;Total;-24;82
HT1997;;Idrottslärarexamen;Total;25-34;31
HT1997;;Idrottslärarexamen;Total;35-;1
HT1997;;Idrottslärarexamen;Total;Total;114
HT1997;;Juristexamen;Kvinnor;-24;475
HT1997;;Juristexamen;Kvinnor;25-34;94
HT1997;;Juristexamen;Kvinnor;35-;18
HT1997;;Juristexamen;Kvinnor;Total;587
HT1997;;Juristexamen;Män;-24;330
HT1997;;Juristexamen;Män;25-34;106
HT1997;;Juristexamen;Män;35-;24
HT1997;;Juristexamen;Män;Total;460
HT1997;;Juristexamen;Total;-24;805
HT1997;;Juristexamen;Total;25-34;200
HT1997;;Juristexamen;Total;35-;42
HT1997;;Juristexamen;Total;Total;1047
HT1997;;Konstnärlig högskoleexamen konst och design;Kvinnor;-24;4
HT1997;;Konstnärlig högskoleexamen konst och design;Kvinnor;25-34;1
HT1997;;Konstnärlig högskoleexamen konst och design;Kvinnor;Total;5
HT1997;;Konstnärlig högskoleexamen konst och design;Män;-24;6
HT1997;;Konstnärlig högskoleexamen konst och design;Män;25-34;5
HT1997;;Konstnärlig högskoleexamen konst och design;Män;Total;11
HT1997;;Konstnärlig högskoleexamen konst och design;Total;-24;10
HT1997;;Konstnärlig högskoleexamen konst och design;Total;25-34;6
HT1997;;Konstnärlig högskoleexamen konst och design;Total;Total;16
HT1997;;Landskapsarkitektexamen;Kvinnor;-24;49
HT1997;;Landskapsarkitektexamen;Kvinnor;25-34;8
HT1997;;Landskapsarkitektexamen;Kvinnor;35-;1
HT1997;;Landskapsarkitektexamen;Kvinnor;Total;58
HT1997;;Landskapsarkitektexamen;Män;-24;13
HT1997;;Landskapsarkitektexamen;Män;25-34;5
HT1997;;Landskapsarkitektexamen;Män;Total;18
HT1997;;Landskapsarkitektexamen;Total;-24;62
HT1997;;Landskapsarkitektexamen;Total;25-34;13
HT1997;;Landskapsarkitektexamen;Total;35-;1
HT1997;;Landskapsarkitektexamen;Total;Total;76
HT1997;;Landskapsingenjörsexamen;Kvinnor;-24;5
HT1997;;Landskapsingenjörsexamen;Kvinnor;25-34;3
HT1997;;Landskapsingenjörsexamen;Kvinnor;35-;3
HT1997;;Landskapsingenjörsexamen;Kvinnor;Total;11
HT1997;;Landskapsingenjörsexamen;Män;-24;6
HT1997;;Landskapsingenjörsexamen;Män;25-34;14
HT1997;;Landskapsingenjörsexamen;Män;35-;2
HT1997;;Landskapsingenjörsexamen;Män;Total;22
HT1997;;Landskapsingenjörsexamen;Total;-24;11
HT1997;;Landskapsingenjörsexamen;Total;25-34;17
HT1997;;Landskapsingenjörsexamen;Total;35-;5
HT1997;;Landskapsingenjörsexamen;Total;Total;33
HT1997;;Lantmästarexamen;Kvinnor;-24;13
HT1997;;Lantmästarexamen;Kvinnor;25-34;16
HT1997;;Lantmästarexamen;Kvinnor;35-;3
HT1997;;Lantmästarexamen;Kvinnor;Total;32
HT1997;;Lantmästarexamen;Män;-24;27
HT1997;;Lantmästarexamen;Män;25-34;34
HT1997;;Lantmästarexamen;Män;35-;2
HT1997;;Lantmästarexamen;Män;Total;63
HT1997;;Lantmästarexamen;Total;-24;40
HT1997;;Lantmästarexamen;Total;25-34;50
HT1997;;Lantmästarexamen;Total;35-;5
HT1997;;Lantmästarexamen;Total;Total;95
HT1997;;Logopedexamen;Kvinnor;-24;16
HT1997;;Logopedexamen;Kvinnor;25-34;16
HT1997;;Logopedexamen;Kvinnor;35-;6
HT1997;;Logopedexamen;Kvinnor;Total;38
HT1997;;Logopedexamen;Män;-24;1
HT1997;;Logopedexamen;Män;35-;1
HT1997;;Logopedexamen;Män;Total;2
HT1997;;Logopedexamen;Total;-24;17
HT1997;;Logopedexamen;Total;25-34;16
HT1997;;Logopedexamen;Total;35-;7
HT1997;;Logopedexamen;Total;Total;40
HT1997;;Läkarexamen;Kvinnor;-24;207
HT1997;;Läkarexamen;Kvinnor;25-34;48
HT1997;;Läkarexamen;Kvinnor;35-;14
HT1997;;Läkarexamen;Kvinnor;Total;269
HT1997;;Läkarexamen;Män;-24;165
HT1997;;Läkarexamen;Män;25-34;48
HT1997;;Läkarexamen;Män;35-;13
HT1997;;Läkarexamen;Män;Total;226
HT1997;;Läkarexamen;Total;-24;372
HT1997;;Läkarexamen;Total;25-34;96
HT1997;;Läkarexamen;Total;35-;27
HT1997;;Läkarexamen;Total;Total;495
HT1997;;Maskinteknikerexamen;Män;-24;9
HT1997;;Maskinteknikerexamen;Män;25-34;6
HT1997;;Maskinteknikerexamen;Män;35-;1
HT1997;;Maskinteknikerexamen;Män;Total;16
HT1997;;Maskinteknikerexamen;Total;-24;9
HT1997;;Maskinteknikerexamen;Total;25-34;6
HT1997;;Maskinteknikerexamen;Total;35-;1
HT1997;;Maskinteknikerexamen;Total;Total;16
HT1997;;Optikerexamen;Kvinnor;-24;28
HT1997;;Optikerexamen;Kvinnor;25-34;11
HT1997;;Optikerexamen;Kvinnor;Total;39
HT1997;;Optikerexamen;Män;-24;5
HT1997;;Optikerexamen;Män;25-34;4
HT1997;;Optikerexamen;Män;35-;2
HT1997;;Optikerexamen;Män;Total;11
HT1997;;Optikerexamen;Total;-24;33
HT1997;;Optikerexamen;Total;25-34;15
HT1997;;Optikerexamen;Total;35-;2
HT1997;;Optikerexamen;Total;Total;50
HT1997;;Psykologexamen;Kvinnor;-24;71
HT1997;;Psykologexamen;Kvinnor;25-34;65
HT1997;;Psykologexamen;Kvinnor;35-;24
HT1997;;Psykologexamen;Kvinnor;Total;160
HT1997;;Psykologexamen;Män;-24;33
HT1997;;Psykologexamen;Män;25-34;38
HT1997;;Psykologexamen;Män;35-;3
HT1997;;Psykologexamen;Män;Total;74
HT1997;;Psykologexamen;Total;-24;104
HT1997;;Psykologexamen;Total;25-34;103
HT1997;;Psykologexamen;Total;35-;27
HT1997;;Psykologexamen;Total;Total;234
HT1997;;Receptarieexamen;Kvinnor;-24;41
HT1997;;Receptarieexamen;Kvinnor;25-34;16
HT1997;;Receptarieexamen;Kvinnor;35-;15
HT1997;;Receptarieexamen;Kvinnor;Total;72
HT1997;;Receptarieexamen;Män;-24;4
HT1997;;Receptarieexamen;Män;25-34;1
HT1997;;Receptarieexamen;Män;35-;1
HT1997;;Receptarieexamen;Män;Total;6
HT1997;;Receptarieexamen;Total;-24;45
HT1997;;Receptarieexamen;Total;25-34;17
HT1997;;Receptarieexamen;Total;35-;16
HT1997;;Receptarieexamen;Total;Total;78
HT1997;;Sjuksköterskeexamen;Kvinnor;-24;848
HT1997;;Sjuksköterskeexamen;Kvinnor;25-34;426
HT1997;;Sjuksköterskeexamen;Kvinnor;35-;244
HT1997;;Sjuksköterskeexamen;Kvinnor;Total;1518
HT1997;;Sjuksköterskeexamen;Män;-24;144
HT1997;;Sjuksköterskeexamen;Män;25-34;105
HT1997;;Sjuksköterskeexamen;Män;35-;35
HT1997;;Sjuksköterskeexamen;Män;Total;284
HT1997;;Sjuksköterskeexamen;Total;-24;992
HT1997;;Sjuksköterskeexamen;Total;25-34;531
HT1997;;Sjuksköterskeexamen;Total;35-;279
HT1997;;Sjuksköterskeexamen;Total;Total;1802
HT1997;;Sjöingenjörsexamen, påbyggnad;Kvinnor;-24;6
HT1997;;Sjöingenjörsexamen, påbyggnad;Kvinnor;25-34;1
HT1997;;Sjöingenjörsexamen, påbyggnad;Kvinnor;Total;7
HT1997;;Sjöingenjörsexamen, påbyggnad;Män;-24;70
HT1997;;Sjöingenjörsexamen, påbyggnad;Män;25-34;35
HT1997;;Sjöingenjörsexamen, påbyggnad;Män;35-;7
HT1997;;Sjöingenjörsexamen, påbyggnad;Män;Total;112
HT1997;;Sjöingenjörsexamen, påbyggnad;Total;-24;76
HT1997;;Sjöingenjörsexamen, påbyggnad;Total;25-34;36
HT1997;;Sjöingenjörsexamen, påbyggnad;Total;35-;7
HT1997;;Sjöingenjörsexamen, påbyggnad;Total;Total;119
HT1997;;Sjökaptensexamen, påbyggnad;Kvinnor;-24;3
HT1997;;Sjökaptensexamen, påbyggnad;Kvinnor;25-34;1
HT1997;;Sjökaptensexamen, påbyggnad;Kvinnor;Total;4
HT1997;;Sjökaptensexamen, påbyggnad;Män;-24;35
HT1997;;Sjökaptensexamen, påbyggnad;Män;25-34;36
HT1997;;Sjökaptensexamen, påbyggnad;Män;35-;11
HT1997;;Sjökaptensexamen, påbyggnad;Män;Total;82
HT1997;;Sjökaptensexamen, påbyggnad;Total;-24;38
HT1997;;Sjökaptensexamen, påbyggnad;Total;25-34;37
HT1997;;Sjökaptensexamen, påbyggnad;Total;35-;11
HT1997;;Sjökaptensexamen, påbyggnad;Total;Total;86
HT1997;;Slöjdlärarexamen;Kvinnor;-24;21
HT1997;;Slöjdlärarexamen;Kvinnor;25-34;9
HT1997;;Slöjdlärarexamen;Kvinnor;35-;13
HT1997;;Slöjdlärarexamen;Kvinnor;Total;43
HT1997;;Slöjdlärarexamen;Män;-24;27
HT1997;;Slöjdlärarexamen;Män;25-34;13
HT1997;;Slöjdlärarexamen;Män;35-;4
HT1997;;Slöjdlärarexamen;Män;Total;44
HT1997;;Slöjdlärarexamen;Total;-24;48
HT1997;;Slöjdlärarexamen;Total;25-34;22
HT1997;;Slöjdlärarexamen;Total;35-;17
HT1997;;Slöjdlärarexamen;Total;Total;87
HT1997;;Social omsorgsexamen;Kvinnor;-24;286
HT1997;;Social omsorgsexamen;Kvinnor;25-34;175
HT1997;;Social omsorgsexamen;Kvinnor;35-;131
HT1997;;Social omsorgsexamen;Kvinnor;Total;592
HT1997;;Social omsorgsexamen;Män;-24;28
HT1997;;Social omsorgsexamen;Män;25-34;29
HT1997;;Social omsorgsexamen;Män;35-;17
HT1997;;Social omsorgsexamen;Män;Total;74
HT1997;;Social omsorgsexamen;Total;-24;314
HT1997;;Social omsorgsexamen;Total;25-34;204
HT1997;;Social omsorgsexamen;Total;35-;148
HT1997;;Social omsorgsexamen;Total;Total;666
HT1997;;Socionomexamen;Kvinnor;-24;287
HT1997;;Socionomexamen;Kvinnor;25-34;149
HT1997;;Socionomexamen;Kvinnor;35-;79
HT1997;;Socionomexamen;Kvinnor;Total;515
HT1997;;Socionomexamen;Män;-24;51
HT1997;;Socionomexamen;Män;25-34;52
HT1997;;Socionomexamen;Män;35-;35
HT1997;;Socionomexamen;Män;Total;138
HT1997;;Socionomexamen;Total;-24;338
HT1997;;Socionomexamen;Total;25-34;201
HT1997;;Socionomexamen;Total;35-;114
HT1997;;Socionomexamen;Total;Total;653
HT1997;;Specialpedagogexamen;Kvinnor;25-34;22
HT1997;;Specialpedagogexamen;Kvinnor;35-;249
HT1997;;Specialpedagogexamen;Kvinnor;Total;271
HT1997;;Specialpedagogexamen;Män;25-34;1
HT1997;;Specialpedagogexamen;Män;35-;13
HT1997;;Specialpedagogexamen;Män;Total;14
HT1997;;Specialpedagogexamen;Total;25-34;23
HT1997;;Specialpedagogexamen;Total;35-;262
HT1997;;Specialpedagogexamen;Total;Total;285
HT1997;;Studie- och yrkesvägledarexamen;Kvinnor;-24;16
HT1997;;Studie- och yrkesvägledarexamen;Kvinnor;25-34;54
HT1997;;Studie- och yrkesvägledarexamen;Kvinnor;35-;46
HT1997;;Studie- och yrkesvägledarexamen;Kvinnor;Total;116
HT1997;;Studie- och yrkesvägledarexamen;Män;-24;4
HT1997;;Studie- och yrkesvägledarexamen;Män;25-34;20
HT1997;;Studie- och yrkesvägledarexamen;Män;35-;6
HT1997;;Studie- och yrkesvägledarexamen;Män;Total;30
HT1997;;Studie- och yrkesvägledarexamen;Total;-24;20
HT1997;;Studie- och yrkesvägledarexamen;Total;25-34;74
HT1997;;Studie- och yrkesvägledarexamen;Total;35-;52
HT1997;;Studie- och yrkesvägledarexamen;Total;Total;146
HT1997;;Styrmansexamen;Kvinnor;-24;1
HT1997;;Styrmansexamen;Kvinnor;Total;1
HT1997;;Styrmansexamen;Män;-24;25
HT1997;;Styrmansexamen;Män;25-34;18
HT1997;;Styrmansexamen;Män;35-;3
HT1997;;Styrmansexamen;Män;Total;46
HT1997;;Styrmansexamen;Total;-24;26
HT1997;;Styrmansexamen;Total;25-34;18
HT1997;;Styrmansexamen;Total;35-;3
HT1997;;Styrmansexamen;Total;Total;47
HT1997;;Tandhygienistexamen;Kvinnor;-24;91
HT1997;;Tandhygienistexamen;Kvinnor;25-34;45
HT1997;;Tandhygienistexamen;Kvinnor;35-;22
HT1997;;Tandhygienistexamen;Kvinnor;Total;158
HT1997;;Tandhygienistexamen;Män;-24;7
HT1997;;Tandhygienistexamen;Män;25-34;6
HT1997;;Tandhygienistexamen;Män;Total;13
HT1997;;Tandhygienistexamen;Total;-24;98
HT1997;;Tandhygienistexamen;Total;25-34;51
HT1997;;Tandhygienistexamen;Total;35-;22
HT1997;;Tandhygienistexamen;Total;Total;171
HT1997;;Tandläkarexamen;Kvinnor;-24;50
HT1997;;Tandläkarexamen;Kvinnor;25-34;14
HT1997;;Tandläkarexamen;Kvinnor;35-;1
HT1997;;Tandläkarexamen;Kvinnor;Total;65
HT1997;;Tandläkarexamen;Män;-24;43
HT1997;;Tandläkarexamen;Män;25-34;11
HT1997;;Tandläkarexamen;Män;35-;4
HT1997;;Tandläkarexamen;Män;Total;58
HT1997;;Tandläkarexamen;Total;-24;93
HT1997;;Tandläkarexamen;Total;25-34;25
HT1997;;Tandläkarexamen;Total;35-;5
HT1997;;Tandläkarexamen;Total;Total;123
HT1997;;Teologie kandidatexamen;Kvinnor;-24;110
HT1997;;Teologie kandidatexamen;Kvinnor;25-34;35
HT1997;;Teologie kandidatexamen;Kvinnor;35-;20
HT1997;;Teologie kandidatexamen;Kvinnor;Total;165
HT1997;;Teologie kandidatexamen;Män;-24;80
HT1997;;Teologie kandidatexamen;Män;25-34;33
HT1997;;Teologie kandidatexamen;Män;35-;11
HT1997;;Teologie kandidatexamen;Män;Total;124
HT1997;;Teologie kandidatexamen;Total;-24;190
HT1997;;Teologie kandidatexamen;Total;25-34;68
HT1997;;Teologie kandidatexamen;Total;35-;31
HT1997;;Teologie kandidatexamen;Total;Total;289
HT1997;;Trädgårdsingenjörsexamen;Kvinnor;-24;12
HT1997;;Trädgårdsingenjörsexamen;Kvinnor;25-34;7
HT1997;;Trädgårdsingenjörsexamen;Kvinnor;35-;2
HT1997;;Trädgårdsingenjörsexamen;Kvinnor;Total;21
HT1997;;Trädgårdsingenjörsexamen;Män;-24;4
HT1997;;Trädgårdsingenjörsexamen;Män;25-34;2
HT1997;;Trädgårdsingenjörsexamen;Män;35-;1
HT1997;;Trädgårdsingenjörsexamen;Män;Total;7
HT1997;;Trädgårdsingenjörsexamen;Total;-24;16
HT1997;;Trädgårdsingenjörsexamen;Total;25-34;9
HT1997;;Trädgårdsingenjörsexamen;Total;35-;3
HT1997;;Trädgårdsingenjörsexamen;Total;Total;28
HT1997;;Veterinärexamen;Kvinnor;-24;44
HT1997;;Veterinärexamen;Kvinnor;25-34;9
HT1997;;Veterinärexamen;Kvinnor;35-;1
HT1997;;Veterinärexamen;Kvinnor;Total;54
HT1997;;Veterinärexamen;Män;-24;2
HT1997;;Veterinärexamen;Män;25-34;5
HT1997;;Veterinärexamen;Män;35-;2
HT1997;;Veterinärexamen;Män;Total;9
HT1997;;Veterinärexamen;Total;-24;46
HT1997;;Veterinärexamen;Total;25-34;14
HT1997;;Veterinärexamen;Total;35-;3
HT1997;;Veterinärexamen;Total;Total;63
HT1997;;Yrkesteknisk högskoleexamen;Män;-24;1
HT1997;;Yrkesteknisk högskoleexamen;Män;25-34;5
HT1997;;Yrkesteknisk högskoleexamen;Män;35-;4
HT1997;;Yrkesteknisk högskoleexamen;Män;Total;10
HT1997;;Yrkesteknisk högskoleexamen;Total;-24;1
HT1997;;Yrkesteknisk högskoleexamen;Total;25-34;5
HT1997;;Yrkesteknisk högskoleexamen;Total;35-;4
HT1997;;Yrkesteknisk högskoleexamen;Total;Total;10
HT1997;Blekinge Internationella Hälsohögskola;;Kvinnor;-24;23
HT1997;Blekinge Internationella Hälsohögskola;;Kvinnor;25-34;6
HT1997;Blekinge Internationella Hälsohögskola;;Kvinnor;35-;2
HT1997;Blekinge Internationella Hälsohögskola;;Kvinnor;Total;31
HT1997;Blekinge Internationella Hälsohögskola;;Män;-24;2
HT1997;Blekinge Internationella Hälsohögskola;;Män;25-34;2
HT1997;Blekinge Internationella Hälsohögskola;;Män;Total;4
HT1997;Blekinge Internationella Hälsohögskola;;Total;-24;25
HT1997;Blekinge Internationella Hälsohögskola;;Total;25-34;8
HT1997;Blekinge Internationella Hälsohögskola;;Total;35-;2
